name,location,node_type
Mühlenstraße,POINT(9.767202 53.796701),['Station']
Nappenhorn,POINT(9.779246 53.795563),['Station']
Neue Straße,POINT(9.767002 53.789092),['Station']
Rantzau,POINT(9.757982 53.784486),['Station']
Reichenstraße,POINT(9.772729 53.789469),['Station']
Weidkamp,POINT(9.773436 53.796535),['Station']
Akazienweg,POINT(9.715749 53.705481),['Station']
Erlenweg,POINT(9.715889 53.712803),['Station']
Immanuel-Kant-Weg,POINT(9.721493 53.707522),['Station']
Kiefernweg,POINT(9.712882 53.70159),['Station']
Pastorendamm,POINT(9.713034 53.707896),['Station']
Pfahlweg,POINT(9.717341 53.710036),['Station']
Ahornring,POINT(9.758061 53.795591),['Station']
An der Hofkoppel,POINT(9.755337 53.787567),['Station']
Düsterlohe,POINT(9.756247 53.790095),['Station']
Feldstraße,POINT(9.769496 53.791897),['Station']
Mühlenweg,POINT(10.813174 53.614542),['Station']
Thesdorf,POINT(9.814014 53.644348),['Station']
Pinneberg,POINT(9.798367 53.65493),['Station']
Barmstedt,POINT(9.773779 53.792912),['Station']
Voßloch,POINT(9.734659 53.790355),['Station']
Bokholt,POINT(9.713876 53.785279),['Station']
Sparrieshoop,POINT(9.685152 53.781322),['Station']
Langenmoor,POINT(9.663728 53.772467),['Station']
Theodor-Heuss-Schule,POINT(9.798474 53.643797),['Station']
IGS Thesdorf,POINT(9.808432 53.642651),['Station']
Goethestraße,POINT(9.793191 53.64668),['Station']
Schule,POINT(9.775929 53.729366),['Station']
Wietingsbek,POINT(10.834197 53.708945),['Station']
Overdamm,POINT(10.093458 53.433054),['Station']
Wiesenweg,POINT(9.483124 53.458452),['Station']
Auf dem Hollen,POINT(9.343608 53.467562),['Station']
Nincoper Straße 160,POINT(9.792199 53.515476),['Station']
Landstraße 42,POINT(9.354497 53.466047),['Station']
Erich-Kästner-Straße,POINT(9.781433 53.461356),['Station']
Rehmkoppel,POINT(10.066782 54.047918),['Station']
Moltsfelde,POINT(10.01508 54.035796),['Station']
Springender Hirsch,POINT(10.018157 54.026175),['Station']
Moislingen,POINT(10.883094 53.192393),['Station']
Schulstraße,POINT(9.766584 54.002887),['Station']
Mühlenweg,POINT(9.59555 53.944532),['Station']
Kirschenallee,POINT(9.791372 54.022411),['Station']
Reuthenberg 16,POINT(9.799685 54.018331),['Station']
Hohenfiert 22,POINT(9.636624 54.00741),['Station']
Hohenfiert 32,POINT(9.636641 54.01254),['Station']
Ridders 15,POINT(9.605821 53.99952),['Station']
Ridders 58,POINT(9.60065 54.0026),['Station']
Ridders Feuerwehr,POINT(9.604549 54.002275),['Station']
Am Elbdeich (West),POINT(9.462423 53.686386),['Station']
Am Elbdeich (Süd),POINT(9.455987 53.686115),['Station']
Ärztezentrum,POINT(9.512272 53.456138),['Station']
Bornweg,POINT(9.489736 53.45351),['Station']
Freibad,POINT(9.490725 53.458323),['Station']
DRK-Seniorenheim,POINT(9.495697 53.444429),['Station']
Südstraße/Querweg,POINT(9.497434 53.446263),['Station']
Mittelfelder Straße,POINT(9.494536 53.449456),['Station']
Kleiner Kamp,POINT(9.724322 53.939601),['Station']
"(IZ), Dorfstraße 6",POINT(9.593471 53.861389),['Station']
Dorfstraße 15,POINT(9.491329 53.811978),['Station']
Dorfstraße (Süderau),POINT(9.514918 53.816631),['Station']
Süderauerdorfstraße (Mitte),POINT(9.552718 53.832366),['Station']
Friedhofstraße,POINT(9.618093 53.81087),['Station']
Johannesstraße,POINT(9.611847 53.806248),['Station']
Tatterhörn,POINT(9.605984 53.801794),['Station']
Moordiek,POINT(9.592502 53.799301),['Station']
Amselweg,POINT(9.524557 53.940245),['Station']
Waldfriedhof,POINT(9.538709 53.934738),['Station']
Grundschule An der Schäferkoppel,POINT(9.519524 53.940797),['Station']
Emil-von-Behring-Straße,POINT(9.509025 53.947751),['Station']
Schule,POINT(9.474538 53.729987),['Station']
Doppelreihe,POINT(9.511196 53.820205),['Station']
Süderauerdorfstraße 20,POINT(9.514568 53.826453),['Station']
Süderauer Riep 3,POINT(9.52864 53.811567),['Station']
Buchholz (Nordheide),POINT(9.876533 53.324843),['Station']
Büchen,POINT(10.620923 53.476634),['Station']
Soltau(Han),POINT(9.830821 52.983016),['Station']
Stade,POINT(9.477128 53.596165),['Station']
Hamburg-Harburg,POINT(9.990948 53.456386),['Station']
Uelzen,POINT(10.553427 52.969654),['Station']
Lüneburg,POINT(10.419986 53.249966),['Station']
Rotenburg (Wümme),POINT(9.390779 53.112536),['Station']
Agathenburg,POINT(9.531536 53.564002),['Station']
Schnega,POINT(10.89038 52.869064),['Station']
Soltendieck,POINT(10.761421 52.874221),['Station']
Ahrensburg,POINT(10.236241 53.669124),['Station']
Gartenholz,POINT(10.251816 53.688694),['Station']
Ashausen,POINT(10.145863 53.36862),['Station']
Bardowick,POINT(10.371931 53.290518),['Station']
Bargteheide,POINT(10.268969 53.727968),['Station']
Hemmoor,POINT(9.165943 53.683994),['Station']
Bavendorf,POINT(10.629369 53.187526),['Station']
Bad Bevensen,POINT(10.574138 53.07822),['Station']
Bienenbüttel,POINT(10.484649 53.142087),['Station']
Bad Bodenteich,POINT(10.672917 52.835059),['Station']
Brockhöfe,POINT(10.258683 53.002169),['Station']
Büsenbachtal,POINT(9.85825 53.269346),['Station']
Cadenberge,POINT(9.058313 53.768031),['Station']
Cuxhaven,POINT(8.703839 53.86069),['Station']
Dahlenburg,POINT(10.708898 53.16931),['Station']
Ost,POINT(11.117405 53.105018),['Station']
Dauenhof,POINT(9.680754 53.852543),['Station']
Dollern,POINT(9.55811 53.54539),['Station']
Ebstorf,POINT(10.416947 53.017201),['Station']
Echem,POINT(10.537297 53.337071),['Station']
Göhrde,POINT(10.851117 53.167749),['Station']
Hamburg Dammtor,POINT(9.989403 53.560792),['Station']
Hamburg-Altona,POINT(9.935405 53.553257),['Station']
Fischbek,POINT(9.819348 53.474768),['Station']
Rahlstedt,POINT(10.154456 53.604815),['Station']
Ottensen,POINT(9.926205 53.559654),['Station']
Hammah,POINT(9.367284 53.612474),['Station']
Handeloh,POINT(9.844717 53.242117),['Station']
Hechthausen,POINT(9.228054 53.638725),['Station']
Himmelpforten,POINT(9.310838 53.623255),['Station']
Hittfeld,POINT(9.974426 53.403534),['Station']
Hitzacker,POINT(11.038293 53.139276),['Station']
Holm-Seppensen,POINT(9.869957 53.284914),['Station']
Horneburg,POINT(9.57638 53.508841),['Station']
Horst (Holst),POINT(9.644966 53.805094),['Station']
Klecken,POINT(9.928875 53.365951),['Station']
Kupfermühle,POINT(10.326351 53.762147),['Station']
Lauenbrück,POINT(9.563745 53.197017),['Station']
Lauenburg(Elbe),POINT(10.568195 53.369783),['Station']
Leitstade,POINT(10.912764 53.169138),['Station']
Maschen,POINT(10.065491 53.40378),['Station']
Meckelfeld,POINT(10.03012 53.424066),['Station']
Mölln(Lauenb),POINT(10.683105 53.624486),['Station']
Müssen,POINT(10.560598 53.499642),['Station']
Munster(Örtze),POINT(10.096505 52.993342),['Station']
Neetzendorf,POINT(10.760549 53.163722),['Station']
Neukloster,POINT(9.639348 53.481376),['Station']
Otterndorf,POINT(8.893992 53.805995),['Station']
Prisdorf,POINT(9.76045 53.67516),['Station']
Radbruch,POINT(10.289674 53.3179),['Station']
Ratzeburg,POINT(10.740575 53.698248),['Station']
Reinfeld,POINT(10.494497 53.830435),['Station']
Scheeßel,POINT(9.497022 53.165874),['Station']
Schneverdingen,POINT(9.798795 53.111223),['Station']
Schwarzenbek,POINT(10.484739 53.503772),['Station']
Nord,POINT(9.861098 53.001284),['Station']
Sottrum,POINT(9.249798 53.101279),['Station']
Sprötze,POINT(9.812201 53.309448),['Station']
Stederdorf(Kreis Uelzen),POINT(10.592685 52.907403),['Station']
Stelle,POINT(10.109099 53.387685),['Station']
Suderburg,POINT(10.432809 52.904902),['Station']
Suerhop,POINT(9.855194 53.31595),['Station']
Tornesch,POINT(9.715495 53.696776),['Station']
Tostedt,POINT(9.731336 53.271765),['Station']
Vastorf,POINT(10.555564 53.199109),['Station']
Visselhövede,POINT(9.566646 52.980068),['Station']
Tonndorf,POINT(10.122996 53.58637),['Station']
Wendisch Evern,POINT(10.462632 53.217621),['Station']
Wieren,POINT(10.65549 52.89265),['Station']
Wingst,POINT(9.098114 53.745237),['Station']
Winsen(Luhe),POINT(10.207927 53.353756),['Station']
Wintermoor,POINT(9.828595 53.186087),['Station']
Wolterdingen(Han),POINT(9.845174 53.02718),['Station']
Barmstedt Brunnenstraße,POINT(9.761498 53.79264),['Station']
dodenhof,POINT(9.939041 53.844859),['Station']
Helgoland Katamaran,POINT(7.89319 54.174585),['Station']
Bremervörde,POINT(9.140254 53.482953),['Station']
Frelsdorf,POINT(8.901289 53.501343),['Station']
Geestenseth,POINT(8.858518 53.506682),['Station']
Heinschenwalde,POINT(8.972904 53.498721),['Station']
Hesedorf,POINT(9.195053 53.472722),['Station']
Oerel,POINT(9.032514 53.494182),['Station']
Sellstedt,POINT(8.723054 53.515539),['Station']
Wehdel,POINT(8.806449 53.512351),['Station']
Rostock Hbf,POINT(12.131074 54.078252),['Station']
Siedlung,POINT(10.753874 52.874908),['Station']
Juliankadamm,POINT(9.468288 53.930604),['Station']
Feuerwehr,POINT(9.442167 54.067455),['Station']
Forstweg,POINT(9.433181 54.062645),['Station']
Dorfstraße (Nord),POINT(9.434666 54.024977),['Station']
Burenbrook 6,POINT(9.44838 54.031692),['Station']
Dorfstraße 17,POINT(9.435814 54.019511),['Station']
Auufer,POINT(9.704039 53.921519),['Station']
Schule,POINT(9.467617 53.942736),['Station']
Schulzentrum,POINT(9.619268 53.96849),['Station']
Hohenfiert 6,POINT(9.638472 53.997661),['Station']
Dorfstraße,POINT(9.584346 53.950301),['Station']
Riep (Nord),POINT(9.39992 53.880143),['Station']
Dodenkopp (Mitte),POINT(9.374047 53.869076),['Station']
Fielweg (West),POINT(9.390412 53.855251),['Station']
Fockendorf,POINT(9.388734 53.88566),['Station']
Groß Kampen (Süd),POINT(9.413565 53.883735),['Station']
Groß Kampen (Nord),POINT(9.42178 53.903706),['Station']
Riep (Süd),POINT(9.400668 53.869296),['Station']
Uhrendorf 28,POINT(9.417482 53.858699),['Station']
Kirchweg,POINT(9.415386 53.877269),['Station']
Bekdorf,POINT(9.424011 53.937606),['Station']
Hauptstraße 26,POINT(9.431217 53.930626),['Station']
Kohlenbek,POINT(9.430137 54.042953),['Station']
Schule,POINT(9.376505 54.02724),['Station']
Schule,POINT(9.375417 54.001387),['Station']
An der Bundesstraße,POINT(9.328654 54.01801),['Station']
Bokhorstdoor,POINT(9.377963 54.021468),['Station']
Bokelrehmer Straße,POINT(9.360269 54.050155),['Station']
An der Chaussee 63,POINT(9.447676 53.80417),['Station']
Am Neuendeich 190,POINT(9.402532 53.82124),['Station']
Am Neuendeich 177,POINT(9.399032 53.814145),['Station']
Am Neuendeich 170,POINT(9.403712 53.809798),['Station']
Am Neuendeich 156,POINT(9.41041 53.803899),['Station']
Dorfstraße 88,POINT(9.381871 54.061552),['Station']
Lohmühler Weg,POINT(9.400321 54.058581),['Station']
Trenthoopsweg,POINT(9.425353 54.054327),['Station']
Stuven 4,POINT(9.253262 53.900803),['Station']
"(Itzehoe), Feuerwehr",POINT(9.415097 53.958409),['Station']
Büttel 1,POINT(9.417238 53.82809),['Station']
Grüner Weg,POINT(9.435912 53.820251),['Station']
Borsflether Mühle,POINT(9.448628 53.820824),['Station']
Dorfstraße,POINT(9.427356 53.826994),['Station']
Jachthafen,POINT(9.409534 53.824621),['Station']
Sportplatz,POINT(9.643576 53.918309),['Station']
Moordiek,POINT(9.655172 53.924033),['Station']
Am Schloss,POINT(9.5716 53.905997),['Station']
Birkenweg,POINT(9.510525 53.901061),['Station']
Arentsee 20,POINT(9.303067 53.870921),['Station']
Dörferdeich (Nord),POINT(9.321299 53.877369),['Station']
Arentsee 28,POINT(9.28659 53.875723),['Station']
Kernkraftwerk,POINT(9.350965 53.85398),['Station']
Friedhof,POINT(9.330039 53.861659),['Station']
Siethwende (Mitte),POINT(9.309707 53.878712),['Station']
Am Teich,POINT(9.324496 53.862195),['Station']
Osterende 12,POINT(9.335547 53.856621),['Station']
Osterende 33,POINT(9.344401 53.848465),['Station']
Peuser (Mitte),POINT(9.347619 53.868213),['Station']
An der Wettern,POINT(9.317148 53.865314),['Station']
Landscheide,POINT(9.346222 53.873931),['Station']
Brokstedt,POINT(9.823813 53.990091),['Station']
Müllereiweg,POINT(9.22528 53.900023),['Station']
Schmiedestraße,POINT(9.227792 53.900404),['Station']
Dorfstraße,POINT(9.532083 54.052751),['Station']
Waldweg,POINT(9.532229 54.049849),['Station']
Dammfleth 14,POINT(9.372409 53.908802),['Station']
Klein Kampen,POINT(9.383563 53.888938),['Station']
Rotenmeer 1,POINT(9.350557 53.888734),['Station']
Auf dem Breuel,POINT(9.363026 53.897133),['Station']
Feuerwehr,POINT(9.373823 53.893335),['Station']
Hochfeld 23,POINT(9.379947 53.891016),['Station']
Klein Kampen,POINT(9.399737 53.897627),['Station']
Neufeld (Nord),POINT(9.336581 53.903976),['Station']
Neufeld (Mitte),POINT(9.347941 53.895956),['Station']
Neumühlen 11,POINT(9.377554 53.878733),['Station']
Poßfeld,POINT(9.325771 53.899118),['Station']
Rotenmeer 13,POINT(9.354114 53.883126),['Station']
Dorfstraße,POINT(9.527858 53.878506),['Station']
Heideweg,POINT(9.52143 53.888588),['Station']
Wellenberg,POINT(9.530194 53.874408),['Station']
Seedorf,POINT(9.255679 53.947768),['Station']
Ackenboer Straße (Nord),POINT(9.288318 53.943256),['Station']
Alte Schule,POINT(9.26265 53.954222),['Station']
Hörner Weg,POINT(9.265653 53.937846),['Station']
Eschenweg,POINT(9.274679 53.937304),['Station']
Hauptstraße 2,POINT(9.257103 53.941494),['Station']
Am Schötenweg,POINT(9.277675 53.961843),['Station']
Doppelreihe,POINT(9.512113 53.819474),['Station']
"St. Margarethen, Stuven 13",POINT(9.257384 53.908053),['Station']
Bäckerweg,POINT(9.768 54.002734),['Station']
Vor den Höfen,POINT(9.792948 53.177281),['Station']
Glückstadt,POINT(9.428316 53.788617),['Station']
Rhinstraße,POINT(9.429519 53.786115),['Station']
Fritz-Lau-Platz,POINT(9.41912 53.793061),['Station']
Anckenstraße,POINT(9.432972 53.788375),['Station']
Bf. Glückstadt,POINT(9.42856 53.788778),['Station']
Detlefsengymnasium,POINT(9.43495 53.791917),['Station']
Elbschule,POINT(9.422733 53.797684),['Station']
Gorch-Fock-Straße,POINT(9.418658 53.795452),['Station']
Grillchaussee 40,POINT(9.439398 53.789152),['Station']
Seniorenzentrum,POINT(9.451625 53.788962),['Station']
Bürgerschule,POINT(9.421314 53.79246),['Station']
Herzhorner Rhin,POINT(9.447721 53.788537),['Station']
Im Lübschen Recht,POINT(9.434953 53.789204),['Station']
Flensburger Straße,POINT(9.416532 53.801336),['Station']
Krankenhaus,POINT(9.431191 53.790835),['Station']
Am Markt,POINT(9.423514 53.787879),['Station']
Hinterm Hofe,POINT(9.434751 53.775566),['Station']
Wiebeke-Kruse-Straße,POINT(9.436741 53.797787),['Station']
Nordmarkstraße (West),POINT(9.427584 53.783795),['Station']
Temmingstraße,POINT(9.432488 53.77826),['Station']
Von-Drathen-Weg,POINT(9.432478 53.794972),['Station']
Nord,POINT(9.466295 54.114558),['Station']
Süd,POINT(9.470434 54.110104),['Station']
Ohrsee,POINT(9.469032 54.102419),['Station']
Grauel,POINT(9.673336 54.071512),['Station']
Am Rundhof,POINT(9.498006 53.836011),['Station']
Grevenkoper Riep,POINT(9.516356 53.84216),['Station']
Fasanenweg,POINT(9.348872 54.025724),['Station']
Niewisch,POINT(9.352406 54.024977),['Station']
Langenklinter Weg,POINT(9.347269 54.029251),['Station']
Ochsenweg,POINT(9.456309 54.033872),['Station']
Lindenweg,POINT(9.457704 54.033049),['Station']
Dorfstraße,POINT(9.47641 54.020614),['Station']
Bahnhof,POINT(9.413867 54.12298),['Station']
Landweg,POINT(9.430855 54.121123),['Station']
Mannhardtstraße,POINT(9.437184 54.120858),['Station']
Markt,POINT(9.414467 54.126427),['Station']
Schule,POINT(9.408419 54.128856),['Station']
Mühlenteich,POINT(9.447667 54.118573),['Station']
"Heber, Kirche",POINT(9.858719 53.080244),['Station']
Wiesengrund,POINT(9.467074 53.929522),['Station']
Max-Tobias-Weg,POINT(9.474005 53.932576),['Station']
Itzehoer Straße (Süd),POINT(9.703629 54.020091),['Station']
Schulstraße,POINT(9.717466 54.030674),['Station']
Stilker,POINT(9.722551 54.030841),['Station']
Seelust,POINT(9.717559 54.025426),['Station']
Sattelkamp,POINT(9.728582 54.033626),['Station']
Borstel,POINT(9.716089 54.026926),['Station']
Herrenfeld,POINT(9.437125 53.773428),['Station']
Herzhorn,POINT(9.483882 53.783553),['Station']
Am Altendeich,POINT(9.486665 53.790667),['Station']
Bf. Herzhorn,POINT(9.48432 53.783372),['Station']
Brunsholt,POINT(9.539637 53.773027),['Station']
Grillchaussee 89,POINT(9.470965 53.788403),['Station']
Schule,POINT(9.484907 53.786909),['Station']
Hingstheide,POINT(9.744606 53.909675),['Station']
Am Burndahl (West),POINT(9.499736 53.983521),['Station']
An der Bekau,POINT(9.49226 53.990713),['Station']
Kaaksburg (Mitte),POINT(9.489016 54.001445),['Station']
"(IZ), Feuerwehrhaus",POINT(9.626237 53.843891),['Station']
"(IZ), Niederreihe 12",POINT(9.594622 53.843953),['Station']
"(IZ), Denkmal",POINT(9.621555 53.843673),['Station']
"(IZ), Niederreihe 29",POINT(9.608925 53.844439),['Station']
"(IZ), Glindesmoor",POINT(9.657855 53.845869),['Station']
"(IZ), Wisch",POINT(9.647899 53.843677),['Station']
"(IZ), Fegefeuer",POINT(9.590599 53.832311),['Station']
"(IZ), Eichenweg",POINT(9.624725 53.842327),['Station']
Birkenallee,POINT(9.621891 53.965566),['Station']
Dresdener Straße,POINT(9.615613 53.97381),['Station']
Breslauer Straße,POINT(9.621388 53.976844),['Station']
Helgolandstraße,POINT(9.61673 53.965871),['Station']
Hungriger Wolf,POINT(9.572124 53.972093),['Station']
Flugplatz,POINT(9.580296 53.983339),['Station']
Bahnhofstraße,POINT(9.614877 53.959043),['Station']
Rathaus,POINT(9.618617 53.96162),['Station']
Ridders (Nord),POINT(9.586232 54.002213),['Station']
Hohenfierter Weg,POINT(9.627982 53.973395),['Station']
Alter Bahnhof,POINT(9.624325 53.960198),['Station']
Fehrsstraße,POINT(9.630579 53.97083),['Station']
Hebbelstraße,POINT(9.626662 53.969782),['Station']
Bahnhof,POINT(9.653277 54.086986),['Station']
Park Wilhelmshöhe,POINT(9.661271 54.091875),['Station']
Schule Hohe Geest,POINT(9.661198 54.090213),['Station']
Schule am Park,POINT(9.663567 54.089238),['Station']
ZOB,POINT(9.649508 54.088318),['Station']
Holstenniendorf,POINT(9.347918 54.041144),['Station']
"Horst (WL), Ort",POINT(9.706441 53.201899),['Station']
Itzehoe,POINT(9.510198 53.924072),['Station']
Bf. Itzehoe (Adenauerallee),POINT(9.511543 53.92332),['Station']
Adler,POINT(9.507071 53.931138),['Station']
Lehmwohldstraße,POINT(9.506817 53.93272),['Station']
Amönenhöhe,POINT(9.547416 53.913629),['Station']
Auguste-Viktoria-Schule,POINT(9.525731 53.919791),['Station']
Amönenwarte,POINT(9.558577 53.95621),['Station']
Poelstraße,POINT(9.508838 53.929954),['Station']
Charlottenhöhe,POINT(9.56301 53.914456),['Station']
Dietrich-Bonhoeffer-Straße,POINT(9.496687 53.933553),['Station']
Dithmarscher Platz,POINT(9.512504 53.927189),['Station']
Dwerweg,POINT(9.493649 53.954796),['Station']
Grundschule Edendorf,POINT(9.498674 53.952053),['Station']
Holtweg,POINT(9.496063 53.94387),['Station']
Ehlersweg,POINT(9.494386 53.946303),['Station']
Elbeblick,POINT(9.534393 53.931774),['Station']
Gorch-Fock-Straße,POINT(9.511352 53.931318),['Station']
Berufsbildungszentrum RBZ,POINT(9.517366 53.931391),['Station']
Kirchweg (Nord),POINT(9.494511 53.950417),['Station']
Klinikum,POINT(9.500951 53.942529),['Station']
Friedrich-Ebert-Straße,POINT(9.529294 53.930701),['Station']
Lehmwohld-Schule,POINT(9.508428 53.936289),['Station']
Buchenweg,POINT(9.538249 53.930966),['Station']
Ostlandplatz,POINT(9.515186 53.939765),['Station']
Bergstraße,POINT(9.52231 53.921297),['Station']
Papenkamp,POINT(9.487025 53.93282),['Station']
Schauenburgerstraße,POINT(9.498608 53.937624),['Station']
Straßenmeisterei,POINT(9.552901 53.938294),['Station']
Schwimmzentrum,POINT(9.516135 53.93773),['Station']
Bf. Itzehoe (Viktoriastraße),POINT(9.512146 53.924082),['Station']
ZOB,POINT(9.515313 53.922909),['Station']
Möhlenholt,POINT(9.582894 53.95436),['Station']
Dorfstraße 42a,POINT(9.583442 53.958634),['Station']
Schenefelder Chaussee,POINT(9.493624 53.950098),['Station']
Neuer Kamp,POINT(9.479245 53.987181),['Station']
Alte Schmiede,POINT(9.464837 53.991146),['Station']
Forstweg,POINT(9.481312 54.013075),['Station']
Clausthal,POINT(9.728791 53.952206),['Station']
Breslauer Straße,POINT(9.719235 53.956352),['Station']
Marienstraße,POINT(9.728599 53.945577),['Station']
Gemeinschaftsschule,POINT(9.715263 53.955657),['Station']
Neumühlener Weg (Mitte),POINT(9.707685 53.954363),['Station']
Grönhude,POINT(9.696878 53.936646),['Station']
Kolberger Straße,POINT(9.713093 53.955292),['Station']
Krützkamp,POINT(9.723461 53.964619),['Station']
Lindenstraße (Mitte),POINT(9.719572 53.95378),['Station']
Preußerstraße,POINT(9.720407 53.954494),['Station']
Bergstraße,POINT(9.718857 53.950307),['Station']
Amtsverwaltung,POINT(9.719833 53.947705),['Station']
Mühlenbeker Straße,POINT(9.733655 53.942078),['Station']
Neumühlener Weg (Süd),POINT(9.707571 53.951246),['Station']
Nordfriedhof,POINT(9.720498 53.958015),['Station']
Eichenallee,POINT(9.735798 53.949603),['Station']
Krimweg,POINT(9.73647 53.955762),['Station']
Grundschule,POINT(9.723928 53.951104),['Station']
Mühlenweg,POINT(9.733929 53.939462),['Station']
Voßbarg,POINT(9.404669 53.965453),['Station']
Hauptstraße (Süd),POINT(9.413836 53.958773),['Station']
Achtern Barg,POINT(9.400521 53.969851),['Station']
Bielenberg 9,POINT(9.435172 53.75179),['Station']
Bielenberg 18,POINT(9.439921 53.746373),['Station']
Bielenberg 67,POINT(9.443377 53.743512),['Station']
Moorhusen,POINT(9.518599 53.760659),['Station']
Kehrweg,POINT(9.498952 53.73678),['Station']
Schulstraße,POINT(9.472521 53.731163),['Station']
Haarsmühle,POINT(9.503825 53.743758),['Station']
Kirchreihe,POINT(9.495162 53.732788),['Station']
Langenbrooker Straße,POINT(9.514551 53.75701),['Station']
Moorhusen 45,POINT(9.536988 53.756867),['Station']
Schleuerweg,POINT(9.457028 53.765312),['Station']
Deichreihe,POINT(9.46383 53.731781),['Station']
Steindeich 73,POINT(9.455888 53.734382),['Station']
Strohdeich,POINT(9.476601 53.760941),['Station']
Wendeplatz,POINT(9.490264 53.727247),['Station']
Borsflether Wisch,POINT(9.460579 53.826421),['Station']
Austraße,POINT(9.473316 53.830055),['Station']
Krempe,POINT(9.481808 53.834217),['Station']
Bf. Krempe,POINT(9.48123 53.834157),['Station']
Neuenbrooker Straße (Süd),POINT(9.488092 53.836474),['Station']
Schulzentrum,POINT(9.493888 53.833324),['Station']
Kremperheide,POINT(9.480327 53.881213),['Station']
Bf. Kremperheide,POINT(9.47931 53.881415),['Station']
An Eck,POINT(9.610556 53.911492),['Station']
Alte Landstraße 28,POINT(9.598454 53.908013),['Station']
Moordorfer Weg,POINT(9.606886 53.908213),['Station']
Alte Landstraße 10,POINT(9.589586 53.907194),['Station']
Krummendiek,POINT(9.418253 53.94653),['Station']
Kudensee,POINT(9.213966 53.930474),['Station']
Alter Bahnhof Kudensee,POINT(9.225888 53.922447),['Station']
Flethseer Straße 23a,POINT(9.250875 53.923952),['Station']
Am Bahnhof,POINT(9.252952 53.920039),['Station']
Landscheider Weg,POINT(9.275958 53.921147),['Station']
Kuhlen 23,POINT(9.235407 53.920668),['Station']
Birkenallee,POINT(9.247994 53.933445),['Station']
Nordbünge,POINT(9.266125 53.916345),['Station']
Bf. Brokstedt (Kirchenstraße),POINT(9.82148 53.990116),['Station']
Maria-Bornheim-Weg (Klinikum),POINT(9.499177 53.940677),['Station']
Am Harr,POINT(9.686678 54.006227),['Station']
Kellinghusener Weg,POINT(9.68544 54.003278),['Station']
Lohbarbek,POINT(9.635827 53.946176),['Station']
Teichkate,POINT(9.536581 54.027404),['Station']
Dorfstraße,POINT(9.579231 53.884586),['Station']
Hermann-Löns-Straße,POINT(9.565838 53.890579),['Station']
Feuerwehr,POINT(9.57589 53.883883),['Station']
Moorburg,POINT(9.585143 53.879975),['Station']
Schule,POINT(9.570975 53.88812),['Station']
Meezen,POINT(9.70693 54.052775),['Station']
Mühlenweg,POINT(9.435007 54.007924),['Station']
Dorfstraße (Mitte),POINT(9.435692 54.003474),['Station']
Oha,POINT(9.440923 53.99766),['Station']
Feuerwehr,POINT(9.666272 53.957619),['Station']
Wischendamm,POINT(9.672141 53.95596),['Station']
Dägelinger Weg,POINT(9.545992 53.898964),['Station']
Sandberg,POINT(9.535282 53.904933),['Station']
Schule,POINT(9.541377 53.902139),['Station']
Schulenburg,POINT(9.519541 53.906701),['Station']
Dorfstraße,POINT(9.52157 54.027803),['Station']
Hauptstraße,POINT(9.533118 53.860478),['Station']
Birkenweg,POINT(9.534631 53.857533),['Station']
Datenhörn,POINT(9.561128 53.751365),['Station']
Achterhörn 1,POINT(9.296688 53.955292),['Station']
Averfleth 33,POINT(9.298093 53.953717),['Station']
Achterhörn (Nord),POINT(9.3021 53.966366),['Station']
Averfleth 6,POINT(9.330076 53.943364),['Station']
Averfleth 11,POINT(9.317775 53.941816),['Station']
Krützfleth,POINT(9.320715 53.944),['Station']
Averfleth 1,POINT(9.340947 53.941168),['Station']
Averfleth 18,POINT(9.316431 53.937381),['Station']
Alte Schmiede,POINT(9.301341 53.949944),['Station']
Bauernmoorweg,POINT(9.314121 53.964277),['Station']
Dorfstraße 6,POINT(9.340714 53.963055),['Station']
Hackeboe 36,POINT(9.354548 53.946825),['Station']
Goldbogen,POINT(9.347696 53.937842),['Station']
Schulweg,POINT(9.32831 53.960798),['Station']
Hinter-Neuendorf,POINT(9.337446 53.956371),['Station']
Dückerstieg,POINT(9.353305 53.947502),['Station']
Abzw. Sachsenbande,POINT(9.359238 53.957323),['Station']
Burger Straße,POINT(9.327497 53.962049),['Station']
"(IZ), Dorfstraße",POINT(9.519356 54.004417),['Station']
"(IZ), Hansch",POINT(9.520237 54.021223),['Station']
Pohlmannstraße,POINT(9.527081 53.995426),['Station']
Schulstraße,POINT(9.528119 53.989491),['Station']
Lise-Meitner-Straße,POINT(9.492268 53.955269),['Station']
Margarete-Steiff-Weg,POINT(9.491569 53.951526),['Station']
Ortsmitte,POINT(9.908942 53.149225),['Station']
Dorfstraße (Süd),POINT(9.413984 54.027359),['Station']
Schotten (Ost),POINT(9.324404 53.916965),['Station']
Dwerfeld 5,POINT(9.329709 53.914201),['Station']
Schotten (Mitte),POINT(9.314565 53.916075),['Station']
Dwerfeld 1,POINT(9.338902 53.918102),['Station']
Kuskoppermoor,POINT(9.350422 53.92336),['Station']
Nortorf 2,POINT(9.293004 53.927495),['Station']
Hackeboe 22,POINT(9.361897 53.944242),['Station']
Kanalstrich,POINT(9.287094 53.929162),['Station']
Duckunder,POINT(9.308574 53.935308),['Station']
Hackeboe 18,POINT(9.364403 53.941746),['Station']
Rehweg 2,POINT(9.346614 53.908466),['Station']
Sandhorstweg,POINT(9.301882 53.92157),['Station']
