name,location,node_type
Kronsforder Koppel,POINT(10.619698 53.802705),['Station']
Theodor-Yorck-Straße,POINT(9.987921 53.46413),['Station']
Abzweigung Bassenfleth,POINT(9.516803 53.603331),['Station']
Abzweigung Wöhrden,POINT(9.521002 53.60697),['Station']
Speersort 176,POINT(9.523069 53.604311),['Station']
Wöhrden 8,POINT(9.517534 53.608701),['Station']
Wöhrden 6,POINT(9.519805 53.607856),['Station']
Bassenflether Chaussee,POINT(9.517645 53.604253),['Station']
Marktkanal,POINT(10.025483 53.527511),['Station']
Stenzelring,POINT(10.000326 53.517787),['Station']
Schlenzigstraße,POINT(10.001808 53.514764),['Station']
Rubbertstraße 30,POINT(10.004008 53.510918),['Station']
Rotenhäuser Straße (Ost),POINT(10.004127 53.50637),['Station']
Thielenstraße (West),POINT(10.003764 53.502519),['Station']
Berufsschulcampus Elbinsel,POINT(10.001577 53.500524),['Station']
Schulen Stübenhofer Weg,POINT(10.015887 53.482576),['Station']
Haselweg,POINT(9.625956 53.361636),['Station']
Brinkweg,POINT(9.631448 53.365255),['Station']
Am Wegen,POINT(9.52021 53.613829),['Station']
Kurze Straße,POINT(9.525496 53.614767),['Station']
Bassenfleth 8e,POINT(9.534842 53.611806),['Station']
Hollernstraße 132,POINT(9.537089 53.599594),['Station']
Hollernstraße 85,POINT(9.546271 53.593559),['Station']
Melau 43,POINT(9.511684 53.613498),['Station']
Wöhrden,POINT(9.507142 53.612762),['Station']
Twielenfleth am Deich 70,POINT(9.542272 53.609176),['Station']
Wöhrden 15,POINT(9.509748 53.610783),['Station']
Freibad,POINT(9.559397 53.602843),['Station']
Kirche,POINT(9.560158 53.591842),['Station']
Ehrenmal,POINT(9.552466 53.599551),['Station']
Twielenfleth am Deich 50,POINT(9.551041 53.607276),['Station']
Abzweigung Twielenfleth,POINT(9.550751 53.592002),['Station']
Schule,POINT(9.553708 53.591791),['Station']
Siebenhöfen,POINT(9.569487 53.590423),['Station']
Hörne,POINT(9.556821 53.604562),['Station']
Durchweg,POINT(9.570741 53.592717),['Station']
Twielenflether Chaussee 28,POINT(9.551633 53.595952),['Station']
Twielenflether Chaussee,POINT(9.550994 53.593241),['Station']
Seestraße (Wendeplatz),POINT(9.296198 53.690714),['Station']
Seestraße 19,POINT(9.286216 53.689795),['Station']
Seestraße 15,POINT(9.284575 53.688937),['Station']
Seestraße 10,POINT(9.282037 53.687379),['Station']
Abzweig Bachenbrock,POINT(9.574552 53.588629),['Station']
Wendeplatz,POINT(9.570975 53.576435),['Station']
Bachenbrock 17,POINT(9.569052 53.581629),['Station']
Bachenbrock 86,POINT(9.574844 53.587882),['Station']
Huttfleth,POINT(9.603629 53.577452),['Station']
Sandhörn,POINT(9.580803 53.587493),['Station']
Schleuse,POINT(9.588496 53.584679),['Station']
Parkplatz,POINT(9.575514 53.588292),['Station']
Sandhörn 10,POINT(9.577123 53.591123),['Station']
Mojenhörn,POINT(9.608468 53.579089),['Station']
Minneweg,POINT(9.622795 53.568737),['Station']
Kurze Straße,POINT(9.611845 53.568263),['Station']
Schleuse,POINT(9.627515 53.566403),['Station']
Hogendiekbrücke,POINT(9.612745 53.565815),['Station']
Alter Marktplatz,POINT(9.608165 53.56007),['Station']
Am Hafen,POINT(9.609463 53.562192),['Station']
Schulzentrum,POINT(9.604302 53.56964),['Station']
Elbdeich 31,POINT(9.621454 53.575087),['Station']
Zum Felde Weg,POINT(9.605827 53.571789),['Station']
Striep,POINT(9.610447 53.568702),['Station']
Fähre,POINT(9.631068 53.571883),['Station']
Kirchenstieg,POINT(9.614141 53.575718),['Station']
Weidenweg,POINT(9.596995 53.562031),['Station']
Birkenweg,POINT(9.603581 53.561387),['Station']
Kindergarten,POINT(9.607033 53.561109),['Station']
Moorburger Elbdeich 297,POINT(9.91865 53.49518),['Station']
Moorburger Elbdeich 273,POINT(9.922158 53.495063),['Station']
Alte Schule Moorburg,POINT(9.927745 53.494876),['Station']
Moorburger Elbdeich 227,POINT(9.931735 53.493371),['Station']
Moorburger Kirchdeich,POINT(9.936389 53.489857),['Station']
Schleusenbrücke,POINT(9.613411 53.537831),['Station']
Muddweg,POINT(9.622655 53.539706),['Station']
Moorburger Straße,POINT(9.958233 53.473043),['Station']
Zweite Hafenstraße,POINT(9.966031 53.471569),['Station']
Altenheim,POINT(9.609629 53.549576),['Station']
Neßstraße 49,POINT(9.61112 53.53893),['Station']
Neßstraße 71 Schule,POINT(9.611274 53.537079),['Station']
Harburg Rathaus,POINT(9.980236 53.460626),['Station']
Moorburger Kirche,POINT(9.941311 53.489639),['Station']
Konsul-Ritter-Straße,POINT(9.972209 53.470414),['Station']
Moorburger Bogen,POINT(9.950599 53.474497),['Station']
Heykenstieg,POINT(9.906509 53.481965),['Station']
Kantstraße,POINT(9.778974 53.461048),['Station']
Lessingstraße,POINT(9.778092 53.463894),['Station']
Weidenring,POINT(9.782816 53.471833),['Station']
Querweg,POINT(9.790597 53.461062),['Station']
Yachthafenstraße,POINT(9.656422 53.538358),['Station']
Breslauer Straße,POINT(9.803353 53.460429),['Station']
Freibad,POINT(9.807252 53.459612),['Station']
Hauptstraße,POINT(9.798431 53.463696),['Station']
Cuxhavener Straße (West),POINT(9.809145 53.467335),['Station']
An de Geest,POINT(9.819345 53.469952),['Station']
Neckersstücken,POINT(9.819899 53.471359),['Station']
Ohrnsweg,POINT(9.822208 53.473913),['Station']
Fischbeker Heuweg,POINT(9.826686 53.471061),['Station']
Rostweg,POINT(9.832569 53.471577),['Station']
Geutensweg,POINT(9.839828 53.472335),['Station']
Stremelweg,POINT(9.844173 53.472718),['Station']
S Neugraben,POINT(9.853827 53.473485),['Station']
Neuwiedenthaler Straße (West),POINT(9.861845 53.47677),['Station']
Friedhof Neuwiedenthal,POINT(9.869171 53.476303),['Station']
Rehrstieg,POINT(9.875022 53.477375),['Station']
Twistering,POINT(9.879295 53.477909),['Station']
Hardauring,POINT(9.883688 53.478371),['Station']
Altwiedenthaler Straße,POINT(9.888246 53.478095),['Station']
Hausbrucher Bahnhofstraße,POINT(9.89474 53.477471),['Station']
Neuwiedenthaler Straße (Ost),POINT(9.898904 53.477098),['Station']
Moorburger Kreuzung,POINT(9.910298 53.495693),['Station']
Zum Dubben,POINT(9.904289 53.473931),['Station']
Georg-Heyken-Straße,POINT(9.900229 53.482731),['Station']
Haake,POINT(9.901262 53.471078),['Station']
Hausbruch,POINT(9.893732 53.471782),['Station']
Talweg,POINT(9.883679 53.472135),['Station']
Opferberg,POINT(9.876462 53.471991),['Station']
S Neuwiedenthal,POINT(9.874338 53.47268),['Station']
Francoper Straße,POINT(9.863408 53.471403),['Station']
Neugrabener Markt,POINT(9.85442 53.470758),['Station']
Grundheide,POINT(9.855175 53.464148),['Station']
Fischbeker Heideweg,POINT(9.851489 53.459035),['Station']
Fischbeker Holtweg,POINT(9.859713 53.467422),['Station']
Störtebekerweg,POINT(9.863687 53.469559),['Station']
Neugrabener Heideweg,POINT(9.866098 53.462218),['Station']
Lüttmattensteed,POINT(9.866444 53.459251),['Station']
Bauernholztal,POINT(9.866731 53.456364),['Station']
Quellgrund,POINT(9.867097 53.452893),['Station']
Waldfrieden (Kehre),POINT(9.867884 53.449401),['Station']
Heykenaukamp (Kehre),POINT(9.909482 53.478007),['Station']
Heykenauweg (Süd),POINT(9.901348 53.47938),['Station']
Heykenauweg (Nord),POINT(9.904546 53.481737),['Station']
Ernst-Moritz-Arndt-Straße,POINT(9.783602 53.465484),['Station']
Theodor-Heuss-Straße,POINT(9.781782 53.469647),['Station']
Rathaus,POINT(9.792011 53.468232),['Station']
Zur Heide,POINT(9.794413 53.464622),['Station']
Heykenaukamp,POINT(9.905361 53.47899),['Station']
Ringheide,POINT(9.854497 53.461889),['Station']
Bredenheider Weg,POINT(9.800439 53.463216),['Station']
Heidrand,POINT(9.865787 53.465455),['Station']
Schifferstraße,POINT(9.798482 53.468818),['Station']
Meisterweg,POINT(9.799968 53.465357),['Station']
Grenzweg,POINT(9.794745 53.469517),['Station']
Bredenheider Weg (Süd),POINT(9.800525 53.460555),['Station']
Fritz-Reuter-Straße,POINT(9.785371 53.462615),['Station']
S Neu Wulmstorf,POINT(9.789354 53.472778),['Station']
Distelacker,POINT(9.855666 53.468359),['Station']
Bergheide,POINT(9.854706 53.467791),['Station']
Westerjork 70,POINT(9.667333 53.535871),['Station']
Wellenstraße,POINT(9.74415 53.546209),['Station']
Lühe 59,POINT(9.638028 53.565907),['Station']
Lühe 25,POINT(9.640412 53.568859),['Station']
Lühe 10,POINT(9.646098 53.567589),['Station']
Höhen 6,POINT(9.632558 53.565496),['Station']
Im Fischbeker Heidbrook (West),POINT(9.810175 53.466843),['Station']
Heideblütenweg,POINT(9.81245 53.464536),['Station']
Heidschnuckenring,POINT(9.815747 53.466095),['Station']
Im Fischbeker Heidbrook (Ost),POINT(9.814034 53.467841),['Station']
Neuenschleuse 2a,POINT(9.671296 53.547053),['Station']
Neuenschleuse 33,POINT(9.6603 53.554923),['Station']
Neuenschleuse 12,POINT(9.665701 53.550041),['Station']
Burweg,POINT(9.655401 53.560143),['Station']
Leuchtturm,POINT(9.651733 53.563991),['Station']
"Borstel (STD), Bürgermeister-Wilkens-Straße",POINT(9.680855 53.542947),['Station']
"(STD), Königsmarckweg",POINT(9.687118 53.541204),['Station']
"Borstel (STD), Struckweg",POINT(9.689948 53.538079),['Station']
"Borstel (STD), Hinter der Mühle 11",POINT(9.695549 53.539295),['Station']
"(STD), Hinter der Mühle 33a",POINT(9.698591 53.539035),['Station']
"(STD), Am Elbdeich (Mühle)",POINT(9.692018 53.540133),['Station']
Schulzentrum,POINT(9.678387 53.534785),['Station']
Westerminnerweg (Schule),POINT(9.678842 53.531179),['Station']
Westfeld,POINT(9.676579 53.526394),['Station']
Kreuzung,POINT(9.670347 53.51756),['Station']
Am Fleet,POINT(9.679831 53.530832),['Station']
Grenzweg,POINT(9.715855 53.523424),['Station']
Groß Hove (Wendeplatz),POINT(9.753567 53.531162),['Station']
Groß Hove 27,POINT(9.7397 53.526406),['Station']
Weidenstraße,POINT(9.701317 53.525999),['Station']
Kreuzung (Elbe-Obst),POINT(9.725121 53.51946),['Station']
Groß Hove 156,POINT(9.768434 53.527653),['Station']
Groß Hove 62,POINT(9.736207 53.524972),['Station']
Groß Hove 69,POINT(9.759002 53.530607),['Station']
Groß Hove 102,POINT(9.745219 53.530657),['Station']
Groß Hove 174,POINT(9.773864 53.525237),['Station']
Wellenstraße,POINT(9.741234 53.531302),['Station']
Leeswig 101,POINT(9.763267 53.532952),['Station']
Bahnübergang,POINT(10.699898 53.646291),['Station']
Heidemoor,POINT(9.861113 53.482274),['Station']
Hinterbrack 7,POINT(9.76192 53.546115),['Station']
Francoper Hinterdeich,POINT(9.874444 53.496886),['Station']
Erlenbruch,POINT(9.86763 53.481975),['Station']
Moorburger Ring,POINT(9.873072 53.480696),['Station']
Jägerhof,POINT(9.888569 53.471209),['Station']
Schanzengrund,POINT(9.890455 53.465597),['Station']
Rudolf Steiner Schule Harburg,POINT(9.891891 53.461543),['Station']
Hohenwisch (Kehre),POINT(9.877334 53.502562),['Station']
Hohenwischer Straße 20,POINT(9.884288 53.499932),['Station']
Moorburger Alter Deich,POINT(9.891262 53.499053),['Station']
Moorburger Elbdeich 379,POINT(9.901457 53.498015),['Station']
Appelbütteler Straße,POINT(9.91925 53.433759),['Station']
Rehwechsel,POINT(9.895081 53.455041),['Station']
Schierheisterberg,POINT(9.900032 53.453521),['Station']
Emmetal,POINT(9.905495 53.45135),['Station']
Baddels Hoff,POINT(9.901859 53.443147),['Station']
Wildpark Schwarze Berge,POINT(9.890296 53.441482),['Station']
Alveser Straße,POINT(9.893585 53.438276),['Station']
Am Langen Stein,POINT(9.898334 53.434413),['Station']
Museumsweg,POINT(9.903146 53.432876),['Station']
Kirchweg,POINT(9.906091 53.435486),['Station']
Museum Kiekeberg,POINT(9.905404 53.439966),['Station']
Weidenbruch,POINT(9.864295 53.483913),['Station']
Neuwiedenthal,POINT(9.87707 53.472993),['Station']
Neugraben,POINT(9.851894 53.474002),['Station']
Gartenfreunde Francoper Straße,POINT(9.867993 53.487211),['Station']
Professor-Strache-Allee,POINT(9.902045 53.446219),['Station']
Heinrich-Wendt-Weg,POINT(9.88605 53.437739),['Station']
Harburger Stadtweg,POINT(9.90339 53.442956),['Station']
Hinterdeich 1,POINT(9.653215 53.535778),['Station']
Rickelstraße,POINT(9.94894 53.44873),['Station']
Beerentalweg,POINT(9.942911 53.448356),['Station']
Strucksbarg,POINT(9.937647 53.449934),['Station']
Majestätische Aussicht,POINT(9.92542 53.453884),['Station']
Auf der Jahnhöhe,POINT(9.929665 53.453887),['Station']
Ehestorfer Weg (Mitte),POINT(9.937112 53.455015),['Station']
Bünte,POINT(9.943109 53.455282),['Station']
Lichtenauerweg,POINT(9.94535 53.455157),['Station']
Gellersenweg,POINT(9.947574 53.455013),['Station']
Lübbersweg,POINT(9.955363 53.455948),['Station']
Mehringweg,POINT(9.960125 53.456827),['Station']
Dempwolffstraße,POINT(9.965795 53.457868),['Station']
Eißendorfer Straße (TU Hamburg),POINT(9.970445 53.459125),['Station']
Denickestraße,POINT(9.956621 53.458993),['Station']
Lohmannsweg,POINT(9.95663 53.464088),['Station']
Thörlstraße,POINT(9.959776 53.464674),['Station']
S Heimfeld,POINT(9.962686 53.46554),['Station']
Kasernenstraße (TU Hamburg),POINT(9.96965 53.463866),['Station']
Goldene Wiege (Jahnhöhe),POINT(9.935153 53.458355),['Station']
Vahrenwinkelweg,POINT(9.934862 53.460199),['Station']
Blaumeisenweg,POINT(9.943287 53.451076),['Station']
Heimfelder Straße 123,POINT(9.940527 53.461035),['Station']
Eißendorfer Pferdeweg (Mitte),POINT(9.949795 53.462786),['Station']
AK Harburg,POINT(9.951442 53.459008),['Station']
Lühmannstraße,POINT(9.947033 53.45774),['Station']
Triftstraße,POINT(9.942645 53.458116),['Station']
Berkefeldweg,POINT(9.952697 53.470661),['Station']
Eißendorfer Pferdeweg (Nord),POINT(9.945688 53.47104),['Station']
Krankenhaus Mariahilf,POINT(9.9373 53.471061),['Station']
Bostelbek,POINT(9.93204 53.47086),['Station']
Moorstieg,POINT(9.921085 53.470595),['Station']
Försterkamp,POINT(9.91649 53.470495),['Station']
Nachtigallenweg,POINT(9.947899 53.451336),['Station']
Zum Fürstenmoor,POINT(9.931141 53.471766),['Station']
Am Radeland,POINT(9.925645 53.471817),['Station']
Heykenaubrook,POINT(9.918509 53.471926),['Station']
Forstweg,POINT(9.938865 53.45944),['Station']
Hans-Dewitz-Ring,POINT(9.943959 53.461691),['Station']
Hainholzweg (Mitte),POINT(9.930349 53.450719),['Station']
Große Straße,POINT(9.923752 53.450527),['Station']
Kohlenhusen (Wendeplatz),POINT(9.720906 53.53848),['Station']
Ottenbecker Damm,POINT(9.510812 53.573841),['Station']
Hügelweg,POINT(9.497573 53.584086),['Station']
Gottlieb-Daimler-Straße,POINT(9.496078 53.578971),['Station']
Heidbecker Damm,POINT(9.496119 53.581118),['Station']
Schwabensee,POINT(9.49123 53.586583),['Station']
Claus-von-Stauffenberg-Weg,POINT(9.501114 53.573253),['Station']
Carl-von-Ossietzky-Weg,POINT(9.492588 53.570926),['Station']
Senior-Ubbelohde-Weg,POINT(9.488135 53.572238),['Station']
Henning-von-Tresckow-Weg,POINT(9.494549 53.573451),['Station']
Schule,POINT(9.496187 53.572816),['Station']
Airbus-Straße,POINT(9.506213 53.573007),['Station']
Airbus (Eingang),POINT(9.507622 53.573442),['Station']
Airbus/CFK Nord,POINT(9.507626 53.57372),['Station']
S Agathenburg,POINT(9.530917 53.563987),['Station']
Feldstraße,POINT(9.529663 53.562663),['Station']
Hauptstraße 13,POINT(9.527186 53.564938),['Station']
Buchenweg,POINT(9.524902 53.564553),['Station']
Altländer Straße,POINT(9.545606 53.540874),['Station']
S Dollern,POINT(9.557118 53.54561),['Station']
Rüstjer Weg,POINT(9.543536 53.535834),['Station']
Osterberg (Schule),POINT(9.550502 53.539171),['Station']
Birkenweg (Mohr),POINT(9.555545 53.541888),['Station']
Bf. Horneburg,POINT(9.576207 53.509381),['Station']
Am Tivoli,POINT(9.588853 53.503955),['Station']
Claustal,POINT(9.590707 53.499669),['Station']
Issendorfer Straße,POINT(9.572242 53.507145),['Station']
Im Stuck,POINT(9.567182 53.507438),['Station']
Eichholz,POINT(9.564931 53.51833),['Station']
Am Schafkoben,POINT(9.54779 53.511402),['Station']
Kalkwiesen,POINT(9.582165 53.507537),['Station']
Wilhelmstraße,POINT(9.576849 53.506718),['Station']
Neumarktstraße,POINT(9.582938 53.508935),['Station']
Kurze Straße,POINT(9.580108 53.509227),['Station']
Am Milchberg,POINT(9.573725 53.514254),['Station']
Lerchenweg,POINT(9.569735 53.515693),['Station']
Krummes Moor,POINT(9.594418 53.503164),['Station']
Bucht,POINT(9.574508 53.487429),['Station']
Mühlenkampstraße,POINT(9.623864 53.483516),['Station']
Harsefelder Straße,POINT(9.623815 53.483219),['Station']
Feldstraße,POINT(9.617028 53.478537),['Station']
Friedhof,POINT(9.629472 53.48274),['Station']
Fuhrenkamp,POINT(9.609217 53.47581),['Station']
Moorstraße,POINT(9.629762 53.484051),['Station']
Jorker Straße,POINT(9.637521 53.481107),['Station']
Pfingstmarkt,POINT(9.636523 53.479828),['Station']
S Neukloster,POINT(9.640267 53.481353),['Station']
Zum Heidberg,POINT(9.662621 53.4746),['Station']
Heitmannshausen 94,POINT(9.653693 53.475799),['Station']
Ilskamp,POINT(9.654302 53.475275),['Station']
Bergstraße,POINT(9.637496 53.480398),['Station']
Am Gleise,POINT(9.641545 53.480241),['Station']
Altländer Straße,POINT(9.601878 53.519093),['Station']
Umdeich,POINT(9.605628 53.523001),['Station']
Dorfstraße,POINT(9.60558 53.52708),['Station']
Lühebogen,POINT(9.603752 53.521492),['Station']
Poggenpohl,POINT(9.653286 53.493431),['Station']
Dammhauser Straße 130,POINT(9.673659 53.486884),['Station']
Dammhauser Straße 99,POINT(9.667883 53.488399),['Station']
Dammhauser Straße 16,POINT(9.656251 53.491249),['Station']
Dammhauser Straße 56,POINT(9.662362 53.489912),['Station']
Heimfeld (TU Hamburg),POINT(9.963212 53.465464),['Station']
Milchberg,POINT(10.050564 53.402727),['Station']
Gutenbergstraße,POINT(10.04754 53.399581),['Station']
Seevestraße,POINT(10.041035 53.396071),['Station']
Im Stuck,POINT(10.038099 53.394686),['Station']
Hamburger Straße,POINT(10.036774 53.390896),['Station']
Schöne Aussicht,POINT(10.036366 53.388303),['Station']
Gewerbegebiet,POINT(10.025019 53.386487),['Station']
Karoxbosteler Chaussee,POINT(10.012671 53.394374),['Station']
Glüsingen-Lohe,POINT(10.004553 53.402027),['Station']
Glüsinger Straße,POINT(10.00051 53.405906),['Station']
Fleestedt,POINT(9.991567 53.409989),['Station']
Mühlenweg,POINT(9.984215 53.414596),['Station']
Rüstweg,POINT(9.982847 53.417258),['Station']
Sinstorfer Kirchweg,POINT(9.980775 53.424572),['Station']
Rönneburger Kirchweg,POINT(9.982219 53.428486),['Station']
Buchholzer Weg,POINT(9.983497 53.431711),['Station']
Am Frankenberg,POINT(9.985516 53.436366),['Station']
Freudenthalweg,POINT(9.987887 53.439357),['Station']
Winsener Straße (Nord),POINT(9.990976 53.445972),['Station']
Reeseberg,POINT(9.987578 53.450681),['Station']
Woxdorf,POINT(9.959239 53.410846),['Station']
Mühlenweg,POINT(9.962253 53.415773),['Station']
Beckedorf,POINT(9.965199 53.419002),['Station']
Hirschkäferweg,POINT(9.961184 53.426384),['Station']
Haithabuweg,POINT(9.967985 53.425107),['Station']
Höpengrund,POINT(9.993279 53.42472),['Station']
Waldquelle,POINT(9.997774 53.423918),['Station']
Buchenhain,POINT(10.005013 53.422779),['Station']
Alter Kirchweg,POINT(10.010871 53.422415),['Station']
Helbach-Haus,POINT(10.015268 53.421983),['Station']
Rönneburger Straße,POINT(10.020925 53.422042),['Station']
An den Höfen,POINT(10.024015 53.422268),['Station']
Lerchenweg,POINT(10.026704 53.417123),['Station']
Roggenkamp,POINT(10.02577 53.41457),['Station']
Schulzentrum,POINT(10.024226 53.412274),['Station']
Gartenstraße,POINT(9.966759 53.404909),['Station']
Lönsring,POINT(10.026324 53.418833),['Station']
Am Felde,POINT(10.029272 53.422564),['Station']
Wittenberger Feld,POINT(9.962995 53.40803),['Station']
An der Eiche,POINT(10.010624 53.43418),['Station']
Küstersweg,POINT(10.004199 53.437379),['Station']
Radickestraße,POINT(10.002186 53.439445),['Station']
Höpenstraße,POINT(10.003428 53.441698),['Station']
Mensingstraße,POINT(9.996981 53.442741),['Station']
Zum Jägerfeld,POINT(9.977555 53.435686),['Station']
Mattenmoorstraße,POINT(10.025779 53.421192),['Station']
Triftweg,POINT(10.019608 53.410363),['Station']
Am Grasweg,POINT(10.020187 53.416343),['Station']
Sinstorfer Kirche,POINT(9.973321 53.424246),['Station']
Maretstraße (Bürgerzentrum),POINT(9.982782 53.452204),['Station']
Freizeitbad MidSommerland,POINT(9.980903 53.447753),['Station']
Scharfsche Schlucht,POINT(9.975594 53.426285),['Station']
Hillenklint,POINT(10.018174 53.425867),['Station']
Am Blöcken,POINT(10.01619 53.427861),['Station']
Marienkäferweg,POINT(9.964351 53.425388),['Station']
Uhlandstraße,POINT(9.995363 53.384483),['Station']
Vorderkamp,POINT(10.01052 53.439958),['Station']
Kanzlerstraße,POINT(10.006361 53.439733),['Station']
Grenzkehre,POINT(9.984472 53.416625),['Station']
Außenmühle,POINT(9.981945 53.450539),['Station']
Gewerbegebiet,POINT(9.955457 53.420581),['Station']
Beckedorfer Bogen,POINT(9.957176 53.424763),['Station']
Am Pavillon,POINT(9.968757 53.433925),['Station']
Moorlage,POINT(9.972353 53.429313),['Station']
Westmoor,POINT(9.684298 53.483346),['Station']
Achterkamp,POINT(10.008081 53.438029),['Station']
Blättnerring,POINT(9.986466 53.433232),['Station']
Einhausring,POINT(9.989901 53.434048),['Station']
Ellernbüsche,POINT(10.03688 53.392144),['Station']
Estebrügger Straße 40,POINT(9.726206 53.514143),['Station']
Goldaper Weg,POINT(9.729301 53.505687),['Station']
Buxtehuder Straße 108,POINT(9.72077 53.498532),['Station']
Ortsmitte,POINT(9.730117 53.511064),['Station']
Moorende 173,POINT(9.720511 53.495695),['Station']
GS An der Este,POINT(9.723867 53.513115),['Station']
Moorende 123,POINT(9.730012 53.500534),['Station']
Moorende 137,POINT(9.726934 53.499439),['Station']
Esteburgring,POINT(9.731185 53.510024),['Station']
Moorende 89,POINT(9.73277 53.504902),['Station']
Moorende 97,POINT(9.731827 53.503569),['Station']
Schöpfwerk,POINT(9.716389 53.492512),['Station']
Wetternweg,POINT(9.725712 53.512609),['Station']
Neuland,POINT(9.710569 53.488683),['Station']
Vogelsang,POINT(9.714005 53.494152),['Station']
Sinstorfer Kirchweg (Schultwiete),POINT(9.979611 53.424338),['Station']
Klein Nindorf,POINT(9.655768 53.427725),['Station']
Heideweg,POINT(9.662795 53.448092),['Station']
Jugendhof Estetal,POINT(9.661084 53.439701),['Station']
Böschenweg,POINT(9.664128 53.451544),['Station']
Kirchweg,POINT(9.665845 53.448749),['Station']
Milanstraße,POINT(9.658784 53.451565),['Station']
Obstgut,POINT(10.646564 53.822395),['Station']
Neuer Ring,POINT(9.653769 53.41708),['Station']
Apenser Straße,POINT(9.652117 53.416271),['Station']
Butenhof,POINT(10.639698 53.816541),['Station']
Sauensieker Straße,POINT(9.628618 53.404662),['Station']
Nindorfer Straße,POINT(9.631747 53.407818),['Station']
Schleusenstraße,POINT(10.63721 53.81308),['Station']
Am Bahnhof,POINT(9.6102 53.4089),['Station']
Horneburger Kamp,POINT(9.6112 53.416802),['Station']
Hauptstraße,POINT(9.61077 53.411979),['Station']
Waldfrieden,POINT(9.617058 53.413115),['Station']
Lindenstraße,POINT(9.611728 53.411678),['Station']
Abzweigung Halvesbostel,POINT(9.591331 53.367977),['Station']
Hauptstraße 65,POINT(9.600767 53.387311),['Station']
Bredenhorn,POINT(9.593666 53.371649),['Station']
Jürgen-Schumann-Straße,POINT(9.601112 53.386204),['Station']
Lütt Chaussee,POINT(9.596494 53.380486),['Station']
Alte Schule,POINT(9.602801 53.380203),['Station']
Löhe,POINT(9.589524 53.366602),['Station']
Sportshuus,POINT(10.650227 53.780373),['Station']
Kindergarten,POINT(10.038031 53.387552),['Station']
Am Walde,POINT(9.540802 53.388802),['Station']
Am Friedhof,POINT(9.557086 53.383552),['Station']
Schule,POINT(9.546905 53.385387),['Station']
Schusterstraße,POINT(9.550917 53.384111),['Station']
Steineck,POINT(9.978129 53.401716),['Station']
Bürgermeist.-Reichel-Straße,POINT(9.979658 53.405432),['Station']
Grundschule,POINT(9.997749 53.404896),['Station']
Glüsingen (LK Harburg),POINT(10.01659 53.408655),['Station']
Denkmal,POINT(9.98073 53.397166),['Station']
Schwarzer Weg,POINT(9.982947 53.3942),['Station']
Haus Huckfeld,POINT(9.983506 53.389748),['Station']
Kirche,POINT(9.982813 53.387094),['Station']
Schulzentrum,POINT(9.972194 53.393336),['Station']
Theodor-Fontane-Straße,POINT(9.989229 53.385055),['Station']
Rieselwiesen,POINT(10.006197 53.385039),['Station']
Grundschule,POINT(9.986028 53.387031),['Station']
Sportplatz,POINT(9.990782 53.387846),['Station']
Am Schützenplatz,POINT(9.995095 53.387837),['Station']
Im Heubruch,POINT(9.996762 53.389692),['Station']
Niemarker Weg,POINT(10.63591 53.801542),['Station']
Op de Bult,POINT(10.024656 53.384531),['Station']
Höhenkamp,POINT(10.030034 53.380693),['Station']
Heidehaus,POINT(10.034425 53.377088),['Station']
Am Alten Sportplatz,POINT(10.036463 53.381168),['Station']
Vor den Hallonen,POINT(10.038076 53.385718),['Station']
Hittfelder Kirchweg,POINT(10.026525 53.389116),['Station']
Hittfelder Landstraße,POINT(9.982246 53.414648),['Station']
Grundschule,POINT(10.043186 53.398604),['Station']
Grüner Damm,POINT(10.057958 53.411647),['Station']
Denkmal,POINT(10.062967 53.411099),['Station']
Schule,POINT(10.065347 53.411842),['Station']
Am Plack,POINT(10.074851 53.420742),['Station']
Grundschule,POINT(10.020083 53.423919),['Station']
Tannenkamp,POINT(10.023679 53.420824),['Station']
Am Plack (Nord),POINT(10.070498 53.424097),['Station']
Neue Bullerrinne,POINT(9.847936 53.530754),['Station']
Bf. Hittfeld,POINT(9.975348 53.403725),['Station']
Elsternweg,POINT(10.044368 53.378717),['Station']
Gustav-Becker-Straße,POINT(9.973318 53.401737),['Station']
Bosteler Feld,POINT(10.005612 53.387641),['Station']
Eißendorfer Mühlenweg,POINT(9.961736 53.448179),['Station']
Osterfeldweg,POINT(9.971858 53.435966),['Station']
Feuerteichweg,POINT(9.966754 53.436475),['Station']
Marmstorfer Kirche,POINT(9.967498 53.439407),['Station']
Nymphenweg,POINT(9.96841 53.44179),['Station']
Rabenstein,POINT(9.969247 53.446195),['Station']
Marmstorfer Weg (Nord),POINT(9.971964 53.45178),['Station']
Harmsstraße,POINT(9.976187 53.454774),['Station']
Gottschalkring,POINT(9.966258 53.449751),['Station']
Neuer Friedhof,POINT(9.956055 53.44587),['Station']
Vogelhüttenberg,POINT(9.949692 53.442668),['Station']
Schafshagenberg,POINT(9.945635 53.440903),['Station']
Langenberg,POINT(9.941376 53.439562),['Station']
Appelbütteler Weg,POINT(9.9346 53.436632),['Station']
Up den Wiemen (EKZ Marmstorf),POINT(9.959565 53.440675),['Station']
Beutnerring,POINT(9.955696 53.443294),['Station']
Göhlbachtal,POINT(9.954686 53.453267),['Station']
Seestücken,POINT(9.953863 53.449482),['Station']
Beutnerring (Kehre),POINT(9.953671 53.44358),['Station']
Eddelbüttelkamp,POINT(9.965417 53.439217),['Station']
