name,description,tags,node_type,location,centroid
Gaucho Rodizio,,,['POI'],POINT(9.969321 53.567579),
Gecko mexican kitchen,,,['POI'],POINT(9.99532 53.551821),
Geelhaus Schankwirtschaft,,,['POI'],POINT(10.011709 53.55888),
Generation Bar,,,['POI'],POINT(10.012269 53.558318),
Geo Restaurant Bar Café,,,['POI'],POINT(9.988946 53.589693),
Gobinda Indisches Restaurant,,,['POI'],POINT(10.008943 53.555543),
Goldfisch Restaurant,,,['POI'],POINT(9.988814 53.585327),
Gourmetrestaurant Seven Seas,,,['POI'],POINT(9.800731 53.560165),
Greeni,,,['POI'],POINT(9.984887 53.587866),
Gusto Fino Ristorante,,,['POI'],POINT(10.018073 53.568144),
HANS IM GLÜCK - BRANDSENDE,,,['POI'],POINT(10.002201 53.553767),
Hamborger Veermaster,,,['POI'],POINT(9.958098 53.549869),
60 Bar und Gaststätte,,,['POI'],POINT(10.01356 53.582011),
Hanoi,,,['POI'],POINT(9.962333 53.549018),
Hans im Glück - ALTES RATHAUS,,,['POI'],POINT(9.992559 53.548618),
Hardy`s Restaurantkneipe,,,['POI'],POINT(9.9635 53.574446),
Harms und Schacht Restaurant,,,['POI'],POINT(10.013145 53.579804),
Henssler und Henssler,,,['POI'],POINT(9.943016 53.544715),
Hofbräu an der Alster,,,['POI'],POINT(9.991803 53.557582),
Hoffski Müslibar,,,['POI'],POINT(9.965068 53.561809),
Hollywood Canteen Altona,,,['POI'],POINT(9.934035 53.582173),
Hollywood Canteen Bramfeld,,,['POI'],POINT(10.070751 53.606267),
Hong Kong Express,,,['POI'],POINT(9.99532 53.551821),
Hopi,,,['POI'],POINT(9.978132 53.577885),
IMARA Restaurant Bar Lounge,,,['POI'],POINT(9.970477 53.581173),
Il Vagabondo Italienische Spezialitäten,,,['POI'],POINT(9.928393 53.556933),
IndoChine Restaurant,,,['POI'],POINT(9.923632 53.544121),
Irish Rover,,,['POI'],POINT(9.980717 53.550638),
Jacobs Restaurant,,,['POI'],POINT(9.844241 53.550431),
Jahreszeiten Grill,,,['POI'],POINT(9.991513 53.555491),
Japanisches Restaurant Matsumi,,,['POI'],POINT(9.990141 53.557461),
Jim Block Restaurant Barmbek,,,['POI'],POINT(10.044475 53.592051),
Jim Block Restaurant Bergedorf,,,['POI'],POINT(10.211333 53.488499),
Jim Block Restaurant Jungfernstieg,,,['POI'],POINT(9.994107 53.55157),
Jim Block Restaurant Kirchenallee,,,['POI'],POINT(10.008393 53.55464),
Jim Block Restaurant Othmarschen,,,['POI'],POINT(9.886949 53.558775),
Jim Block Restaurant Wandsbek,,,['POI'],POINT(10.067754 53.572518),
Jolie Restaurant,,,['POI'],POINT(9.961973 53.552417),
Julius Meinl Kaffeehaus,,,['POI'],POINT(9.99778 53.56402),
KITSUNE IZAKAYA,,,['POI'],POINT(9.960065 53.572766),
Kaffee- und Weinhaus Kleinhuis,,,['POI'],POINT(9.991144 53.557148),
Kaisers,,,['POI'],POINT(9.990136 53.541108),
Kajüte Restaurant,,,['POI'],POINT(10.013579 53.560715),
Karatren Café und Restaurant Altona,,,['POI'],POINT(9.930272 53.551096),
Karatren Café und Restaurant Hamburg City,,,['POI'],POINT(10.008542 53.555169),
Karatren Café und Restaurant Harburg,,,['POI'],POINT(9.978571 53.460226),
Karlsons Skandinavische Köstlichkeiten,,,['POI'],POINT(9.981995 53.55043),
Kartoffelkeller,,,['POI'],POINT(9.987525 53.546224),
Kentucky Fried Chicken Billstedt,,,['POI'],POINT(10.098315 53.540747),
Kentucky Fried Chicken Einkaufszentrum Hamburger Meile,,,['POI'],POINT(10.030328 53.572388),
Kentucky Fried Chicken Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Kentucky Fried Chicken Heimfeld,,,['POI'],POINT(9.936837 53.471227),
Kentucky Fried Chicken St. Pauli Reeperbahn,,,['POI'],POINT(9.961112 53.549728),
Kentucky Fried Chicken Wandsbek,,,['POI'],POINT(10.084755 53.577334),
Kham Restaurant,,,['POI'],POINT(10.012946 53.558879),
Khan Mongolei,,,['POI'],POINT(10.046843 53.642618),
Killer Shrimp Restaurant,,,['POI'],POINT(10.026436 53.551971),
Kleiner Speisesaal,,,['POI'],POINT(10.009268 53.581203),
Koch Kontor,,,['POI'],POINT(9.975218 53.559516),
Kölsch und Altbierhaus,,,['POI'],POINT(9.985243 53.555822),
Köpke Restaurant,,,['POI'],POINT(9.988585 53.591017),
Küchenwerkstatt,,,['POI'],POINT(10.013808 53.579107),
La Bruschetta,,,['POI'],POINT(10.009048 53.581474),
La Luna,,,['POI'],POINT(9.966059 53.557578),
La Monella italienische vegetarische Küche,,,['POI'],POINT(9.986043 53.572016),
La Pastaia,,,['POI'],POINT(10.104266 53.575187),
La Paz,,,['POI'],POINT(9.95256 53.577382),
La Sorpresa Ristorante,,,['POI'],POINT(10.020032 53.574902),
La Toscana,,,['POI'],POINT(9.954149 53.575518),
La Vela Ristorante & Weinbar,,,['POI'],POINT(9.949919 53.544454),
Landhaus Dill,,,['POI'],POINT(9.922566 53.54642),
Landhaus Scherrer,,,['POI'],POINT(9.916392 53.546252),
Landhaus Walter,,,['POI'],POINT(10.015301 53.593533),
Laufauf Das Auflaufrestaurant,,,['POI'],POINT(9.999732 53.548899),
Le Ciel Restaurant und Bar,,,['POI'],POINT(10.007745 53.558464),
Le Kaschemme,,,['POI'],POINT(9.964544 53.552028),
Le Plat du Jour,,,['POI'],POINT(9.99435 53.549043),
Lincontro Eimsbüttel,,,['POI'],POINT(9.964807 53.566879),
Lincontro Il Bistro Bahrenfeld,,,['POI'],POINT(9.892176 53.573382),
Lincontro al Teatro Ottensen,,,['POI'],POINT(9.925521 53.555311),
Lobsterhouse Hummerspezialist,,,['POI'],POINT(9.94743 53.544437),
Locanda 33 Antipasti Restaurante,,,['POI'],POINT(9.983039 53.568779),
Locores Lounge Coffee Restaurant,,,['POI'],POINT(9.961348 53.580079),
Los Martínez - Spanisches Restaurant,,,['POI'],POINT(9.944292 53.578993),
Louisiana Mundsburg,,,['POI'],POINT(10.027173 53.570546),
Louisiana Othmarschen,,,['POI'],POINT(9.90033 53.557866),
Louisiana Volksdorf,,,['POI'],POINT(10.16691 53.648803),
auf Italien Restaurant,,,['POI'],POINT(9.939012 53.54445),
Löffelchen Essbar,,,['POI'],POINT(10.007134 53.585471),
MANARA Rauchercafé,,,['POI'],POINT(9.927993 53.556549),
MAZZA,,,['POI'],POINT(9.968428 53.569482),
Madame Hu,,,['POI'],POINT(9.962032 53.558365),
Magellan - Terrassen,,,['POI'],POINT(9.994185 53.539457),
Mamma Mia,,,['POI'],POINT(9.92806 53.556171),
Manee Thai Spezialitätenrestaurant,,,['POI'],POINT(9.992639 53.549435),
Mangold Restaurant,,,['POI'],POINT(9.917659 53.562982),
Maral Bar Café Restaurant,,,['POI'],POINT(9.989292 53.552787),
Marblau,,,['POI'],POINT(9.97995 53.554679),
Marco-Polo-Terrassen,,,['POI'],POINT(9.993187 53.541927),
Maria Dolores Restaurant,,,['POI'],POINT(9.960537 53.574299),
Marinehof,,,['POI'],POINT(9.985072 53.549111),
Mario L`Arancio Ristorante Pizzeria,,,['POI'],POINT(9.986191 53.590039),
Marley`s Restaurant,,,['POI'],POINT(9.980992 53.546215),
Massimo Ristorante,,,['POI'],POINT(10.001522 53.588878),
Match Point Restaurant Sportsbar,,,['POI'],POINT(9.992749 53.574764),
Mc Donalds Altona Paul-Nevermann-Platz,,,['POI'],POINT(9.934188 53.552134),
Mc Donalds Eiffestraße,,,['POI'],POINT(10.046404 53.552166),
Mc Donalds Einkaufszentrum Hamburger Meile,,,['POI'],POINT(10.029379 53.571857),
Mc Donalds Hamburg Altstadt Europapassage,,,['POI'],POINT(9.99532 53.551821),
Mc Donalds Hamburg Altstadt Ida-Ehre-Platz,,,['POI'],POINT(9.999529 53.5505),
Mc Donalds Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Mc Donalds Hammerbrook,,,['POI'],POINT(10.026541 53.542589),
Mc Donalds Harvestehude Grindelberg,,,['POI'],POINT(9.976216 53.577937),
Mc Donalds Kieler Straße,,,['POI'],POINT(9.937666 53.577032),
Mc Donalds Mundsburger Damm,,,['POI'],POINT(10.026564 53.570309),
Mc Donalds Rotherbaum,,,['POI'],POINT(9.99026 53.561297),
Mc Donalds St. Georg Real,,,['POI'],POINT(10.019918 53.552584),
Mc Donalds St. Georg ZOB,,,['POI'],POINT(10.010928 53.552094),
Mc Donalds St. Pauli Reeperbahn,,,['POI'],POINT(9.963528 53.549799),
Mc Donalds Sternschanze Schulterblatt S-Bahnhof,,,['POI'],POINT(9.965577 53.563584),
Mc Donalds Stresemannstraße,,,['POI'],POINT(9.923504 53.563134),
Meeresparadies Fischbistro,,,['POI'],POINT(9.99532 53.551821),
Meetingpoint Restaurant und Bar,,,['POI'],POINT(10.020993 53.557148),
Metroplois Restaurant Bar Music,,,['POI'],POINT(9.927978 53.556567),
Mikawa Restaurant,,,['POI'],POINT(9.96117 53.562927),
Mio Bistro Caffè Gelato,,,['POI'],POINT(9.993717 53.552966),
Mongo`s Restaurant,,,['POI'],POINT(9.975607 53.580359),
Mooi Café und Restaurant,,,['POI'],POINT(9.975172 53.557531),
Mr. Cherng,,,['POI'],POINT(9.99859 53.549727),
Mr. Wong Chinesisches Restaurant,,,['POI'],POINT(9.985567 53.592425),
- Restaurant Bodega Bierstube,,,['POI'],POINT(10.008924 53.55283),
NIDO Restaurant Hamburg,,,['POI'],POINT(9.988816 53.54598),
NORDSEE GmbH Hamburger Meile,,,['POI'],POINT(10.030781 53.57304),
NORDSEE GmbH Landungsbrücken,,,['POI'],POINT(9.971651 53.5448),
Neo Gastro,,,['POI'],POINT(9.986549 53.592453),
Notorious Café und Bar,,,['POI'],POINT(9.925525 53.557566),
O Pescador Portugisische Spezialitäten,,,['POI'],POINT(9.97533 53.546037),
ONO,,,['POI'],POINT(9.978804 53.581483),
OSHO AYU-LEELA Restaurant,,,['POI'],POINT(10.023928 53.568049),
Ohari Vegetarisches Restaurant,,,['POI'],POINT(10.03797 53.56083),
Okzident Café Restaurant,,,['POI'],POINT(9.989258 53.568781),
Old MacDonald - American Diner & Sportsbar,,,['POI'],POINT(9.949112 53.579143),
Omas Apotheke Café Kneipe Restaurant,,,['POI'],POINT(9.965295 53.563146),
Onkel Willi Hotel Restaurant,,,['POI'],POINT(10.041099 53.54382),
OstWest - Restaurant & Bar,,,['POI'],POINT(9.996687 53.547065),
Osteria Due,,,['POI'],POINT(9.996326 53.56573),
PETER PANE Goldbekplatz,,,['POI'],POINT(10.009645 53.583733),
PETER PANE Hamburg Blankenese,,,['POI'],POINT(9.81588 53.563208),
PETER PANE Hamburg Max-Brauer-Allee,,,['POI'],POINT(9.949898 53.558309),
PETER PANE Hoheluftchaussee,,,['POI'],POINT(9.971081 53.582462),
PETER PANE Schlump,,,['POI'],POINT(9.969502 53.567586),
PIUS` Weinwirtschaft Eppendorf,,,['POI'],POINT(9.981668 53.583229),
PIUS` Weinwirtschaft Pöseldorf,,,['POI'],POINT(9.996332 53.570475),
Pane e Tulipani Restaurant Café Bar,,,['POI'],POINT(10.006513 53.548537),
Pappenheimer Wirtschaft Fränkische Spezialitäten,,,['POI'],POINT(10.019033 53.566599),
Paulaners Miraculum,,,['POI'],POINT(10.008603 53.553947),
Paulaners am Großneumarkt,,,['POI'],POINT(9.981108 53.550599),
Pauli Pizza Eimsbüttel,,,['POI'],POINT(9.958727 53.574367),
Pauli Pizza St. Pauli,,,['POI'],POINT(9.960029 53.550528),
Peter Pane – Hamburg Turnhalle,,,['POI'],POINT(10.013682 53.559376),
Piazza Romana,,,['POI'],POINT(9.990071 53.563527),
Piazza Trapani,,,['POI'],POINT(9.960043 53.573144),
Pizza Hut Billstedt Center,,,['POI'],POINT(10.104496 53.53945),
Pizza Hut Einkaufszentrum Hamburger Meile,,,['POI'],POINT(10.029149 53.571724),
Pizza Hut Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Pizza Hut Phoenixcenter,,,['POI'],POINT(9.988127 53.456814),
Pizza Hut Reeperbahn,,,['POI'],POINT(9.959466 53.549688),
Poletto Restaurant,,,['POI'],POINT(9.988844 53.594384),
Poletto Winebar,,,['POI'],POINT(9.980836 53.585096),
Polokantine,,,['POI'],POINT(9.964558 53.561939),
Portugisisches Spezialitäten Restaurant A Varina,,,['POI'],POINT(9.976416 53.545372),
Prima Pane,,,['POI'],POINT(9.987727 53.548415),
Q21 Gasthaus (Quartier 21),,,['POI'],POINT(10.039781 53.603243),
QRITO Restaurant,,,['POI'],POINT(9.946956 53.578621),
Bar,,,['POI'],POINT(9.927448 53.551666),
RIADs,,,['POI'],POINT(9.98002 53.555065),
RIVE Bistro Restaurant,,,['POI'],POINT(9.941844 53.543565),
Rach und Ritchy Das Grillhaus,,,['POI'],POINT(9.918277 53.570588),
Raj Mahal Indische Küche,,,['POI'],POINT(9.956221 53.567684),
Restaurant,,,['POI'],POINT(9.996436 53.567185),
Raw Like Sushi and more,,,['POI'],POINT(9.987179 53.592268),
Red Lounge,,,['POI'],POINT(9.928772 53.553569),
Restaurant Abendmahl,,,['POI'],POINT(9.956704 53.547607),
Restaurant Amadée,,,['POI'],POINT(9.940551 53.554672),
Restaurant Anleger 1870,,,['POI'],POINT(10.019552 53.566227),
Restaurant Aretea,,,['POI'],POINT(10.047986 53.642347),
Restaurant Austernbar,,,['POI'],POINT(9.999778 53.543175),
Restaurant Barcelona Tapas,,,['POI'],POINT(9.936435 53.54731),
Restaurant Bistro Café Zaunkönig,,,['POI'],POINT(10.008154 53.555999),
Restaurant Breitengrad,,,['POI'],POINT(9.950898 53.563854),
Restaurant Brodersen,,,['POI'],POINT(9.988981 53.566627),
Restaurant Brook,,,['POI'],POINT(9.993643 53.545302),
Restaurant China Garten,,,['POI'],POINT(9.980167 53.58361),
Restaurant Christos Eimsbüttel,,,['POI'],POINT(9.963196 53.57372),
Restaurant Christos Ottensen,,,['POI'],POINT(9.925149 53.552079),
Restaurant Classic,,,['POI'],POINT(10.00831 53.554919),
Restaurant Cox,,,['POI'],POINT(10.011617 53.55756),
Restaurant Cremon Insel,,,['POI'],POINT(9.98929 53.546228),
Restaurant Delhi,,,['POI'],POINT(9.948546 53.579489),
Restaurant Don Tapas,,,['POI'],POINT(10.023994 53.580772),
Restaurant Dreitageszeiten,,,['POI'],POINT(10.01149 53.581319),
Restaurant Eisenstein,,,['POI'],POINT(9.92787 53.554403),
Restaurant Feuervogel Holstenstraße,,,['POI'],POINT(9.948773 53.559298),
Restaurant Feuervogel Wandsbek,,,['POI'],POINT(10.058396 53.570166),
Restaurant Fillet of Soul,,,['POI'],POINT(10.006239 53.546527),
Restaurant Fischerhaus,,,['POI'],POINT(9.955731 53.545962),
Restaurant Fischmarkt,,,['POI'],POINT(9.977598 53.546225),
Restaurant Focus,,,['POI'],POINT(10.026234 53.550481),
Restaurant Franziskaner,,,['POI'],POINT(9.990479 53.556434),
Restaurant Galerie Tolernace,,,['POI'],POINT(9.962108 53.559703),
Restaurant HOKKAI,,,['POI'],POINT(9.959975 53.572147),
Restaurant Haerlin,,,['POI'],POINT(9.991513 53.555491),
Restaurant Hasselwander,,,['POI'],POINT(10.004942 53.591698),
Restaurant Herzblut St. Pauli,,,['POI'],POINT(9.964072 53.549857),
Restaurant Inos,,,['POI'],POINT(10.030299 53.57122),
Restaurant Jus,,,['POI'],POINT(9.977522 53.580217),
Restaurant Kleine Brunnenstraße 1,,,['POI'],POINT(9.927082 53.550797),
Restaurant Kouros,,,['POI'],POINT(10.011128 53.559847),
Restaurant Krameramtsstuben,,,['POI'],POINT(9.980025 53.548119),
Restaurant Königliches Proviantamt,,,['POI'],POINT(9.912861 53.565121),
Restaurant L`Auberge,,,['POI'],POINT(9.983423 53.570348),
Restaurant La Mirabelle,,,['POI'],POINT(9.980491 53.564981),
Restaurant LaFayette,,,['POI'],POINT(10.017657 53.574698),
Restaurant Louise,,,['POI'],POINT(9.99636 53.583863),
Restaurant Man-Nam,,,['POI'],POINT(9.974746 53.556707),
Restaurant Marseille,,,['POI'],POINT(9.940919 53.544722),
Restaurant Mess,,,['POI'],POINT(9.970924 53.557835),
Restaurant Molana,,,['POI'],POINT(10.015182 53.555832),
Restaurant Navarra,,,['POI'],POINT(9.92179 53.564127),
Restaurant Nepheli,,,['POI'],POINT(9.914395 53.557876),
Restaurant Nil,,,['POI'],POINT(9.963359 53.556306),
Restaurant Old Commercial Room,,,['POI'],POINT(9.977931 53.548244),
Restaurant Opitz,,,['POI'],POINT(10.018496 53.564987),
Restaurant Pantry,,,['POI'],POINT(9.966377 53.54575),
Restaurant Petit Delice,,,['POI'],POINT(9.989292 53.552787),
Restaurant Piment,,,['POI'],POINT(9.979563 53.582321),
Restaurant Port,,,['POI'],POINT(9.968987 53.547059),
Restaurant Rexrodt,,,['POI'],POINT(10.019008 53.567453),
Restaurant STARTERS,,,['POI'],POINT(9.980357 53.585307),
Restaurant Sagres Portugisische Spezialitäten,,,['POI'],POINT(9.976037 53.544638),
Restaurant Sai gon,,,['POI'],POINT(9.986131 53.592654),
Restaurant Salvatore,,,['POI'],POINT(9.964884 53.5789),
Restaurant Schifferbörse,,,['POI'],POINT(10.008659 53.553757),
Restaurant Season,,,['POI'],POINT(9.993031 53.549422),
Restaurant September,,,['POI'],POINT(9.974746 53.556707),
Restaurant Süßwasser,,,['POI'],POINT(9.908032 53.544725),
Restaurant Tafelhaus,,,['POI'],POINT(9.921232 53.544031),
Restaurant Teheran,,,['POI'],POINT(10.013722 53.552205),
Restaurant Thyme,,,['POI'],POINT(10.024953 53.558633),
Restaurant Trific,,,['POI'],POINT(9.967887 53.580152),
Restaurant Tschebull,,,['POI'],POINT(10.002881 53.551245),
Restaurant Vesper,,,['POI'],POINT(9.962172 53.573837),
Restaurant WANDRAHM,,,['POI'],POINT(9.991503 53.541501),
Restaurant Williamine,,,['POI'],POINT(9.969046 53.566772),
Restaurant Windows,,,['POI'],POINT(9.997597 53.565208),
Restaurant Yin-Yang,,,['POI'],POINT(9.99532 53.551821),
Restaurant Zala Barmbek,,,['POI'],POINT(10.048918 53.587906),
Restaurant Zala Rothenbaum,,,['POI'],POINT(9.988973 53.574031),
Restaurant Zala Wandsbek,,,['POI'],POINT(10.055904 53.569523),
Restaurant Zala Winterhude,,,['POI'],POINT(10.015074 53.575259),
Restaurant Zeus,,,['POI'],POINT(9.950916 53.578132),
Restaurant Zum Alten Senator,,,['POI'],POINT(9.977543 53.551689),
Restaurant und Bar Kobe,,,['POI'],POINT(10.01226 53.559199),
Restaurant Überseebrücke,,,['POI'],POINT(9.975098 53.545131),
Restaurant-Bar Luxor,,,['POI'],POINT(9.95733 53.562626),
Restaurant-Lounge Riverkasematten,,,['POI'],POINT(9.958031 53.546249),
Restaurante Meson Galicia,,,['POI'],POINT(9.975331 53.546046),
Restaurante O`Pote,,,['POI'],POINT(10.012284 53.558336),
Restaurante Picasso,,,['POI'],POINT(9.995637 53.549886),
Restaurante Porto,,,['POI'],POINT(9.975372 53.545866),
Rialto Restaurant und Bar,,,['POI'],POINT(9.984758 53.549239),
Ristorante Amarone,,,['POI'],POINT(9.980445 53.555178),
Ristorante Borsalino,,,['POI'],POINT(9.967824 53.5622),
Ristorante Ciao Ana,,,['POI'],POINT(9.976301 53.546245),
Ristorante Come Prima,,,['POI'],POINT(9.972267 53.582183),
Ristorante Cuore Mio,,,['POI'],POINT(9.92712 53.549754),
Ristorante Der Etrusker,,,['POI'],POINT(9.984258 53.569263),
Ristorante Franco,,,['POI'],POINT(9.98752 53.590037),
Ristorante La Famiglia,,,['POI'],POINT(10.016055 53.553838),
Ristorante La Pergola,,,['POI'],POINT(9.953181 53.57611),
Ristorante La Scala,,,['POI'],POINT(9.975208 53.583336),
Ristorante Little Italy,,,['POI'],POINT(9.954822 53.577274),
Ristorante Made In Italy,,,['POI'],POINT(10.008319 53.579405),
Ristorante Marilù,,,['POI'],POINT(9.929964 53.550783),
Ristorante Michelangelo,,,['POI'],POINT(9.976484 53.552883),
Ristorante Opera,,,['POI'],POINT(9.988036 53.556499),
Ristorante Palazzo,,,['POI'],POINT(9.98849 53.577279),
Ristorante Piccobello,,,['POI'],POINT(10.018962 53.576861),
Ristorante Pizzeria Casa Ferraro,,,['POI'],POINT(9.937667 53.552538),
Ristorante Pizzeria Mamma Leone,,,['POI'],POINT(9.96948 53.581127),
Ristorante Portonovo,,,['POI'],POINT(9.996386 53.559287),
Ristorante Trattoria Salento,,,['POI'],POINT(9.957223 53.575296),
Ristorante Vito,,,['POI'],POINT(9.912238 53.550938),
Ristorante da Benito,,,['POI'],POINT(9.964909 53.550174),
Roaten Caribbean Restaurant,,,['POI'],POINT(9.954082 53.54575),
Rote Sonne Chinarestaurant,,,['POI'],POINT(9.992938 53.548695),
Roxie Bar Bistro Cocktails,,,['POI'],POINT(9.977915 53.5652),
SAUSALITOS Hamburg,,,['POI'],POINT(10.001543 53.548282),
Foxy Food City,,,['POI'],POINT(10.000128 53.552859),
Foxy Food Schanze,,,['POI'],POINT(9.961248 53.562379),
Foxy Food Winterhude,,,['POI'],POINT(9.998357 53.594278),
SGROI Restaurant,,,['POI'],POINT(10.01064 53.557101),
SHIAWASE Tee Kultur Bistro,,,['POI'],POINT(9.993268 53.552458),
Sagres Plus Portugisische Küche und Meeresspezialitäten,,,['POI'],POINT(9.976577 53.544499),
Sakura Sushi,,,['POI'],POINT(9.999828 53.552969),
Sala Thai Restaurant Hafen City,,,['POI'],POINT(9.992966 53.541516),
Sala Thai Restaurant Hamburg-Altstadt,,,['POI'],POINT(10.002201 53.553767),
Schanzenstern Bio-Restaurant,,,['POI'],POINT(9.964943 53.561603),
Schatto Pauli,,,['POI'],POINT(9.963332 53.548497),
Schauermann Restaurant,,,['POI'],POINT(9.958701 53.54654),
Schifferstube Unter Deck,,,['POI'],POINT(10.012773 53.560489),
Schröders Kartoffelhaus,,,['POI'],POINT(9.965881 53.561694),
Schweinske Bahrenfeld,,,['POI'],POINT(9.902101 53.565203),
Schweinske Barmbek,,,['POI'],POINT(10.043491 53.582158),
Schweinske Bergedorfer Straße,,,['POI'],POINT(10.209947 53.487462),
Schweinske Billstedt,,,['POI'],POINT(10.104256 53.539488),
Schweinske Bramfeld,,,['POI'],POINT(10.077701 53.616358),
Schweinske Eidelstedt,,,['POI'],POINT(9.904307 53.609825),
Schweinske Eimsbuettel,,,['POI'],POINT(9.933933 53.583019),
Schweinske Eppendorf,,,['POI'],POINT(9.980565 53.584496),
Schweinske Farmsen,,,['POI'],POINT(10.116439 53.608024),
Schweinske Fuhlsbüttel,,,['POI'],POINT(10.02446 53.627483),
Schweinske Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Schweinske Hamm,,,['POI'],POINT(10.066882 53.553476),
Schweinske Harburg,,,['POI'],POINT(9.967621 53.458078),
Schweinske Harvestehude,,,['POI'],POINT(9.97915 53.569017),
Schweinske Hohenfelde,,,['POI'],POINT(10.031274 53.56104),
Schweinske Jenfeld,,,['POI'],POINT(10.135129 53.570855),
Schweinske Langenhorn,,,['POI'],POINT(10.027613 53.675078),
Schweinske Lohbrügge,,,['POI'],POINT(10.206945 53.494232),
Schweinske Lurup,,,['POI'],POINT(9.871305 53.592782),
Schweinske Neugraben,,,['POI'],POINT(9.853299 53.472716),
Schweinske Ottensen Bahnhof Altona,,,['POI'],POINT(9.9331 53.552062),
Schweinske Poppenbüttel,,,['POI'],POINT(10.085161 53.659735),
Schweinske Rahlstedt,,,['POI'],POINT(10.157262 53.60521),
Schweinske St. Pauli Reeperbahn,,,['POI'],POINT(9.956534 53.549451),
Schweinske Wandsbeker Marktstraße,,,['POI'],POINT(10.07171 53.573749),
Schweinske am Stadtpark,,,['POI'],POINT(10.011513 53.59999),
Schweinske in der Neustadt,,,['POI'],POINT(9.984942 53.55064),
Scubar Café Restaurant Bar,,,['POI'],POINT(9.9616 53.573886),
Shalimar The Indian Restaurant,,,['POI'],POINT(9.986006 53.554216),
Signatures Restaurant,,,['POI'],POINT(9.997597 53.565208),
Slowman Restaurant,,,['POI'],POINT(10.002754 53.548416),
Sonnenseite Café Bar,,,['POI'],POINT(9.964806 53.56687),
Soup City Baumwall Elbhof,,,['POI'],POINT(9.982599 53.545241),
Soup City Hafencity Kesselhaus,,,['POI'],POINT(9.990382 53.543245),
Soup City Hamburg-Altstadt,,,['POI'],POINT(10.002382 53.549937),
Soup City Landungsbrücken,,,['POI'],POINT(9.971479 53.545197),
Soup City Speicherstadt Kornhausbrücke Am Zoll,,,['POI'],POINT(9.996941 53.545688),
Soup and Friends,,,['POI'],POINT(9.986201 53.555463),
Souper Salad,,,['POI'],POINT(9.985723 53.546599),
52,,,['POI'],POINT(9.987161 53.554593),
Stadthaus Restaurant und Bar,,,['POI'],POINT(9.985756 53.549303),
Stammheim Restaurant und Bar,,,['POI'],POINT(9.946733 53.5558),
Ständige Vertretung,,,['POI'],POINT(9.985726 53.549959),
Subway Sandwiches Altona Bahnhof,,,['POI'],POINT(9.93582 53.552265),
Subway Sandwiches Billstedt Center,,,['POI'],POINT(10.105624 53.54103),
Subway Sandwiches Eimsbüttel,,,['POI'],POINT(9.951255 53.577752),
Subway Sandwiches Fulsbüttler Straße,,,['POI'],POINT(10.044489 53.592042),
Subway Sandwiches Gänsemarkt,,,['POI'],POINT(9.988135 53.555564),
Subway Sandwiches Hamburg Altstadt Europapassage,,,['POI'],POINT(9.99563 53.55215),
Subway Sandwiches Hamburg Hauptbahnhof Georgsplatz,,,['POI'],POINT(10.002679 53.553538),
Subway Sandwiches Hamburg Hauptbahnhof Wandelhalle,,,['POI'],POINT(10.003335 53.553856),
Subway Sandwiches Hammerbrook,,,['POI'],POINT(10.025271 53.544334),
Subway Sandwiches Harburg Lüneburger Straße,,,['POI'],POINT(9.982567 53.45987),
Subway Sandwiches Harburg Phoenix Center,,,['POI'],POINT(9.988127 53.456814),
Subway Sandwiches Heegbarg,,,['POI'],POINT(10.093403 53.652615),
Subway Sandwiches Hoheluft,,,['POI'],POINT(9.974662 53.579953),
Subway Sandwiches Kieler Straße,,,['POI'],POINT(9.915577 53.598607),
Subway Sandwiches Mundsburger Damm,,,['POI'],POINT(10.026011 53.569909),
Subway Sandwiches St. Pauli Reeperbahn,,,['POI'],POINT(9.960961 53.54973),
Sushi 153,,,['POI'],POINT(9.979603 53.550099),
Sushi Bar Comon,,,['POI'],POINT(9.981179 53.554939),
Sushi Circle Eppendorf,,,['POI'],POINT(9.987735 53.592129),
Sushi Circle Hamburg Neustadt Colonnaden,,,['POI'],POINT(9.990738 53.555273),
Sushi Dreams Restaurant Bramfeld,,,['POI'],POINT(10.072186 53.60806),
Sushi Dreams Restaurant Eimsbüttel,,,['POI'],POINT(9.960132 53.574383),
Sushi Dreams Restaurant Norderstedt,,,['POI'],POINT(10.076196 53.662907),
Sushi Factory Bahnhof Altona,,,['POI'],POINT(9.936255 53.552136),
Sushi Factory Elbe Einkaufszentrum,,,['POI'],POINT(9.862032 53.569838),
Sushi Factory Hamburg Fabrikverkauf,,,['POI'],POINT(9.938387 53.544823),
Sushi Factory Hamburg Neustadt Colonnaden,,,['POI'],POINT(9.990108 53.556725),
Sushi Factory Hamburg Rotherbaum,,,['POI'],POINT(9.985325 53.571006),
Sushi im Lamberg Hamburg Osdorf,,,['POI'],POINT(9.843236 53.572695),
Sweet Virginia Restaurant Café,,,['POI'],POINT(9.96159 53.572125),
Sylter Milchbar,,,['POI'],POINT(9.991221 53.548809),
TASSAJARA Restaurant,,,['POI'],POINT(9.982468 53.585155),
Taberna El Paisa,,,['POI'],POINT(9.974804 53.548746),
