name,description,tags,node_type,location,centroid
Stadtteilschule Richard-Linde-Weg,,,['POI'],POINT(10.189828 53.501224),
Stadtteilschule Wilhelmsburg mit Grundschule und Vorschulklasse,,,['POI'],POINT(9.989762 53.505709),
Stadtteilschule am Heidberg,,,['POI'],POINT(10.030829 53.670441),
Steilshoop - Stadtteilschule,,,['POI'],POINT(10.057561 53.613474),
Steinbeker Marktstraße - Sonderschule,,,['POI'],POINT(10.126998 53.53135),
Stellingen - Stadtteilschule,,,['POI'],POINT(9.941316 53.584354),
Stengelestraße - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.09206 53.549745),
Sterntalerstraße - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.112875 53.559832),
Stockflethweg - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.019662 53.679216),
Strenge - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.078578 53.637098),
Studienkolleg für ausländische Studierende,,,['POI'],POINT(9.977055 53.558027),
Stübenhofer Weg - Grund- und Stadtteilschule mit Vorschulklasse,,,['POI'],POINT(10.014618 53.483072),
Surenland - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.106613 53.614162),
Süderelbe - Gymnasium,,,['POI'],POINT(9.864055 53.470635),
Süderelbe - Stadtteilschule,,,['POI'],POINT(9.868109 53.478899),
Tegelweg - Sonderschule,,,['POI'],POINT(10.108251 53.600552),
Thadenstraße - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.955975 53.556769),
Theodor-Haubach-Schule - Stadttteilschule mit Vorschulklasse,,,['POI'],POINT(9.942376 53.559348),
Tieloh - Stadtteilschule mit Vorschulklasse,,,['POI'],POINT(10.051563 53.592878),
Tonndorf - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.128374 53.58588),
Tornquiststraße - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.953558 53.573411),
Traberweg - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.11647 53.598894),
Trenknerweg - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.909498 53.548398),
Turmweg - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.990804 53.570988),
Vizelinstraße - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.949153 53.589036),
Vor- und Grundschule Redder,,,['POI'],POINT(10.109953 53.651025),
Walddörfer - Stadtteilschule,,,['POI'],POINT(10.173724 53.653454),
Walddörfer-Gymnasium,,,['POI'],POINT(10.175591 53.652061),
Wegenkamp - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.925438 53.601235),
Weidemoor - Sonderschule,,,['POI'],POINT(10.160042 53.512587),
Wesperloh - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.863861 53.575872),
Westerschule Finkenwerder - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.863288 53.527769),
Wielandstraße - Grund-/Haupt-und Realschule mit Vorschulklasse,,,['POI'],POINT(10.054313 53.569852),
Wildschwanbrook - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.169962 53.627397),
Wilhelm-Gymnasium,,,['POI'],POINT(9.995338 53.573772),
- Sprachheilschule,,,['POI'],POINT(9.991429 53.496422),
Willi-Kraft-Schule - Sonderschule,,,['POI'],POINT(9.994241 53.510937),
Windmühlenweg - Grundschule mit Vorschulklasse,,,['POI'],POINT(9.872189 53.566791),
Winterhude - Stadtteilschule mit Vorschulklasse,,,['POI'],POINT(10.027387 53.587428),
Zitzewitzstraße - Sonderschule,,,['POI'],POINT(10.073988 53.56238),
Zollenspieker - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.18288 53.403241),
Zukunftsschule Alsterpalais - Grundschule,,,['POI'],POINT(10.025285 53.61663),
monaddrei-Schule Hamburg - Grundschule,,,['POI'],POINT(9.967733 53.568122),
Öjendorf - Stadtteilschule,,,['POI'],POINT(10.129508 53.542334),
Öjendorfer Damm - Grundschule mit Vorschulklasse,,,['POI'],POINT(10.133465 53.567896),
Behörde für Kultur und Medien,,,['POI'],POINT(9.987375 53.55407),
Bundespolizei - Deutsche Bahn,,,['POI'],POINT(10.007332 53.553787),
Bundespolizeiamt Hamburg,,,['POI'],POINT(10.136223 53.582364),
Bundespolizeiinspektion Hamburg,,,['POI'],POINT(10.005666 53.549074),
Bundespolizeiinspektion Hamburg - Einsatzabschnitt Altona,,,['POI'],POINT(9.933989 53.552711),
Bundespolizeiinspektion Hamburg - Einsatzabschnitt Flughafen,,,['POI'],POINT(10.005884 53.631953),
Bundespolizeiinspektion Hamburg - Einsatzabschnitt Harburg,,,['POI'],POINT(9.99055 53.456102),
Feuerwehr Hamburg (Admiralitätsstr.),,,['POI'],POINT(9.982543 53.546113),
Feuerwehr Hamburg (Großmoorbogen),,,['POI'],POINT(10.008757 53.459526),
Freiwillige Feuerwehr Altona,,,['POI'],POINT(9.971158 53.551606),
Freiwillige Feuerwehr Osdorf,,,['POI'],POINT(9.849088 53.576194),
Landesfeuerwehrschule,,,['POI'],POINT(10.079032 53.525746),
Kriminalpolizei Beratung,,,['POI'],POINT(9.987245 53.553649),
Landespolizeidirektion,,,['POI'],POINT(9.966894 53.569045),
Polizeikommissariat 11 (Altstadt),,,['POI'],POINT(10.016488 53.554913),
Polizeikommissariat 14 (Neustadt),,,['POI'],POINT(9.985045 53.55444),
"Polizeikommissariat 14, Außenstelle Klingberg",,,['POI'],POINT(10.001011 53.548089),
"Polizeikommissariat 14, Außenstelle Strafjustizgebäude",,,['POI'],POINT(9.978071 53.55695),
Polizeikommissariat 15 (Davidswache-St.Pauli),,,['POI'],POINT(9.9628 53.548969),
Polizeikommissariat 16 (Schanzenviertel),,,['POI'],POINT(9.961905 53.558752),
Polizeikommissariat 17 (Eimsbüttel),,,['POI'],POINT(9.976144 53.568916),
Polizeikommissariat 21 (Altona),,,['POI'],POINT(9.945444 53.549431),
Polizeikommissariat 22 (Eimsbüttel),,,['POI'],POINT(9.943875 53.577208),
Polizeikommissariat 23 (Eppendorf),,,['POI'],POINT(9.966492 53.585159),
Polizeikommissariat 24 (Niendorf),,,['POI'],POINT(9.956187 53.624337),
Polizeikommissariat 25 (Bahrenfeld),,,['POI'],POINT(9.880289 53.572338),
Polizeikommissariat 26 (Osdorf),,,['POI'],POINT(9.849966 53.576331),
"Polizeikommissariat 26, Außenstelle Rissen",,,['POI'],POINT(9.756824 53.580965),
Polizeikommissariat 27 (Stellingen),,,['POI'],POINT(9.935433 53.592136),
Polizeikommissariat 31 (Barmbek-Nord),,,['POI'],POINT(10.028172 53.570043),
Polizeikommissariat 33 (Barmbek),,,['POI'],POINT(10.019285 53.589025),
Polizeikommissariat 34 (Langenhorn),,,['POI'],POINT(10.018683 53.654326),
"Polizeikommissariat 34, Außenstelle Flughafen",,,['POI'],POINT(10.005805 53.633724),
Polizeikommissariat 35 (Poppenbüttel),,,['POI'],POINT(10.092668 53.651104),
"Polizeikommissariat 35, Außenstelle Volksdorf",,,['POI'],POINT(10.16706 53.65094),
"Polizeikommissariat 35, Polizeiposten Duvenstedt",,,['POI'],POINT(10.104227 53.700992),
Polizeikommissariat 36 (Bramfeld),,,['POI'],POINT(10.07992 53.610938),
Polizeikommissariat 37 (Wandsbek),,,['POI'],POINT(10.070585 53.571037),
Polizeikommissariat 38 (Rahlstedt),,,['POI'],POINT(10.15118 53.599904),
Polizeikommissariat 41 (Hamm),,,['POI'],POINT(10.046041 53.55765),
Polizeikommissariat 42 (Billstedt),,,['POI'],POINT(10.109526 53.538532),
Polizeikommissariat 43 (Bergedorf),,,['POI'],POINT(10.20433 53.491284),
"Polizeikommissariat 43, Außenstelle Neuallermöhe",,,['POI'],POINT(10.160045 53.489539),
"Polizeikommissariat 43, Polizeiposten Allermöhe",,,['POI'],POINT(10.126978 53.482882),
"Polizeikommissariat 43, Polizeiposten Curslack-Neuengamme",,,['POI'],POINT(10.233948 53.447527),
"Polizeikommissariat 43, Polizeiposten Kirchwerder-Warwisch",,,['POI'],POINT(10.137747 53.453011),
"Polizeikommissariat 43, Polizeiposten Moorfleet",,,['POI'],POINT(10.078847 53.504218),
"Polizeikommissariat 43, Polizeiposten Ochsenwerder",,,['POI'],POINT(10.07338 53.471587),
"Polizeikommissariat 43, Polizeiposten Zollenspieker",,,['POI'],POINT(10.175264 53.40133),
Polizeikommissariat 44 (Wilhelmsburg),,,['POI'],POINT(9.99183 53.507111),
Polizeikommissariat 45 (Wilstorf),,,['POI'],POINT(9.994476 53.45146),
Polizeikommissariat 46 (Harburg),,,['POI'],POINT(9.978 53.458991),
Polizeikommissariat 47 (Neugraben),,,['POI'],POINT(9.851342 53.469737),
"Polizeikommissariat 47, Außenstelle Finkenwerder",,,['POI'],POINT(9.877812 53.535876),
"Polizeikommissariat 47, Polizeiposten Cranz",,,['POI'],POINT(9.779905 53.535603),
Polizeipräsidium,,,['POI'],POINT(10.011244 53.604512),
Wasserschutzpolizeikommissariat 1,,,['POI'],POINT(9.927358 53.524108),
Wasserschutzpolizeikommissariat 2,,,['POI'],POINT(9.972587 53.525096),
Wasserschutzpolizeikommissariat 3,,,['POI'],POINT(9.988342 53.472528),
Verkehrsstaffel Mitte,,,['POI'],POINT(9.976035 53.568773),
Verkehrsstaffel Ost,,,['POI'],POINT(10.077098 53.564203),
Verkehrsstaffel Süd,,,['POI'],POINT(10.005775 53.456325),
Verkehrsstaffel West,,,['POI'],POINT(9.924765 53.564212),
HZA Hamburg-Stadt - ZA Post - Abfertigung - See,,,['POI'],POINT(9.940927 53.564095),
Zollfahndungsamt,,,['POI'],POINT(10.16958 53.606501),
Zollzahlstelle,,,['POI'],POINT(9.989676 53.545964),
HZA Hamburg-Hafen,,,['POI'],POINT(10.005974 53.523885),
HZA Hamburg-Hafen - Zollamt Zweibrückenstraße,,,['POI'],POINT(10.025984 53.533923),
HZA Hamburg-Stadt - Abfertigung Messe,,,['POI'],POINT(9.98116 53.559988),
HZA Hamburg-Hafen - Zollamt Waltershof,,,['POI'],POINT(9.925975 53.519438),
HZA Hamburg-Jonas,,,['POI'],POINT(10.026174 53.544236),
HZA Hamburg-Stadt,,,['POI'],POINT(10.002344 53.546389),
HZA Hamburg-Stadt - Zollamt Flughafen,,,['POI'],POINT(10.006794 53.63146),
HZA Hamburg-Stadt - Zollamt Hafencity,,,['POI'],POINT(10.001383 53.543404),
HZA Hamburg-Stadt - Zollamt Oberelbe,,,['POI'],POINT(10.096373 53.52513),
Bürgerservice Altona - Bezirkamt Altona,,,['POI'],POINT(9.93368 53.547556),
Aikido Schule,,,['POI'],POINT(9.96446 53.552999),
Akkreditierungs-Zentrum,,,['POI'],POINT(9.902898 53.587696),
Barclays Arena,,,['POI'],POINT(9.899319 53.588451),
Derby Horner Galopprennbahn,,,['POI'],POINT(10.081486 53.559878),
Derby Park Klein Flottbek (Springen),,,['POI'],POINT(9.862713 53.556544),
EURO24 Hamburg,,,['POI'],POINT(9.899036 53.588606),
Eislaufbahn/Rollschuhbahn Planten un Blomen,,,['POI'],POINT(9.975832 53.553419),
Eissporthalle Farmsen,,,['POI'],POINT(10.119473 53.605048),
Towers,,,['POI'],POINT(10.002944 53.495876),
Haus des Sports,,,['POI'],POINT(9.969321 53.567579),
Inselpark Arena,,,['POI'],POINT(10.002279 53.495783),
Kixx,,,['POI'],POINT(9.953601 53.550534),
Kunsteisbahn Stellingen,,,['POI'],POINT(9.940886 53.590117),
Leichtathletikhalle Hamburg-Alsterdorf,,,['POI'],POINT(10.003725 53.602787),
MediaCentre,,,['POI'],POINT(9.988525 53.572948),
Millerntorstadion,,,['POI'],POINT(9.967846 53.554553),
Sporthalle Hamburg-Alsterdorf,,,['POI'],POINT(10.002643 53.60241),
Sporthalle Wandsbek,,,['POI'],POINT(10.074795 53.573955),
Sportspaß Center (Altona Jessenstraße),,,['POI'],POINT(9.945012 53.551016),
Sportspaß Center (Altona),,,['POI'],POINT(9.935734 53.551763),
Sportspaß Center (Berliner Tor),,,['POI'],POINT(10.02527 53.556761),
Sportspaß Center (Billstedt),,,['POI'],POINT(10.104887 53.539392),
Sportspaß Center (City Nord),,,['POI'],POINT(10.023527 53.60456),
Sportspaß Center (Harburg),,,['POI'],POINT(9.98443 53.459666),
Sportspaß Center (Holsteinischer Kamp),,,['POI'],POINT(10.045467 53.575365),
Tennis am Rothenbaum,,,['POI'],POINT(9.988965 53.573043),
Trabrennbahn Bahrenfeld,,,['POI'],POINT(9.892154 53.574469),
Volksparkstadion,,,['POI'],POINT(9.898946 53.587241),
Wassersportzentrum Neuländer See,,,['POI'],POINT(10.018846 53.46086),
Zugang A EURO24 Hamburg,,,['POI'],POINT(9.901065 53.588159),
Zugang B EURO24 Hamburg,,,['POI'],POINT(9.900066 53.585911),
Zugang C EURO24 Hamburg,,,['POI'],POINT(9.896039 53.58613),
Zugang D EURO24 Hamburg,,,['POI'],POINT(9.896283 53.586964),
Zugang E EURO24 Hamburg,,,['POI'],POINT(9.897434 53.588564),
Zugang F EURO24 Hamburg,,,['POI'],POINT(9.899048 53.588471),
Bürgerzentrum Bergedorf - Kundenzentrum Bergedorf,,,['POI'],POINT(10.20781 53.489137),
Bürgerzentrum Vier- und Marschlande - Bezirksamt Bergedorf,,,['POI'],POINT(10.222326 53.445903),
Kundenzentrum Alstertal - Bezirksamt Wandsbek,,,['POI'],POINT(10.091857 53.651902),
Kundenzentrum Altona - Bezirksamt Altona,,,['POI'],POINT(9.933665 53.547574),
Kundenzentrum Barmbek-Uhlenhorst - Bezirksamt Hamburg-Nord,,,['POI'],POINT(10.042788 53.585524),
Kundenzentrum Billstedt - Bezirksamt Hamburg-Mitte,,,['POI'],POINT(10.106815 53.540435),
Kundenzentrum Blankenese (Sülldorfer Kirchenweg) - Bezirksamt Altona,,,['POI'],POINT(9.812702 53.563544),
Kundenzentrum Bramfeld - Bezirksamt Wandsbek,,,['POI'],POINT(10.079211 53.611573),
Kundenzentrum Eimsbüttel - Bezirksamt Eimsbüttel,,,['POI'],POINT(9.979182 53.574983),
Kundenzentrum Finkenwerder - Bezirksamt Hamburg-Mitte,,,['POI'],POINT(9.880486 53.532442),
1. FC Hellbrook e.V. von 1967,,,['POI'],POINT(10.049547 53.61509),
A.P.H. (Associacao Portugesa em Hamburgo),,,['POI'],POINT(9.956539 53.566379),
AC Italia,,,['POI'],POINT(9.946567 53.556449),
AMTV von 1893 e.V.,,,['POI'],POINT(10.161324 53.604595),
Aero-Club Hamburg e.V.,,,['POI'],POINT(10.206655 53.555058),
Agon e.V.,,,['POI'],POINT(10.005012 53.59274),
Aikido Dojo Seishinkan e.V.,,,['POI'],POINT(10.03949 53.56619),
Aikido Dojo e.V.,,,['POI'],POINT(10.160209 53.513205),
Aikido Trainingsgemeinschaft e.V.,,,['POI'],POINT(9.930257 53.550413),
Akademische Fliegergruppe Hamburg e.V.,,,['POI'],POINT(9.852734 53.536866),
Aktiv ab 40 e.V.,,,['POI'],POINT(9.973948 53.60537),
Albanischer Klub Kosova e.V.,,,['POI'],POINT(10.008758 53.502108),
Alle fit e.V.,,,['POI'],POINT(9.996663 53.437541),
Allgemeinder Sportverein Bergedorf-Lohbrügge von 1885 e.V.,,,['POI'],POINT(10.189375 53.496367),
Allgemeiner Bowling Center Verein von 1965 e.V.,,,['POI'],POINT(10.101952 53.6023),
Alster-Canoe-Club e.V.,,,['POI'],POINT(9.990785 53.593398),
Alster-Jugend-Segel-Club e.V.,,,['POI'],POINT(10.001199 53.5733),
Alstereck Verein für Wassersport e.V.,,,['POI'],POINT(10.033012 53.632917),
Altonaer Fußballclub von 1893 e.V.,,,['POI'],POINT(9.909964 53.55534),
Altonaer Schachklub von 1873 e.V.,,,['POI'],POINT(9.942793 53.548248),
Altonaer Schlittschuhläufer-Verein von 1893 e.V.,,,['POI'],POINT(9.943267 53.579738),
Altonaer Segel-Club e.V.,,,['POI'],POINT(9.858205 53.537384),
Altonaer Spielvereinigung e.V.,,,['POI'],POINT(10.137468 53.634333),
Altonaer Turn- und Sportverein e.V.,,,['POI'],POINT(9.956926 53.555441),
An der Berner Au Sv 04 e.V.,,,['POI'],POINT(10.119037 53.620561),
Angelsport-Verein Brachsen von 1976 e.V.,,,['POI'],POINT(10.17549 53.474894),
Angelsport-Verein Overhaken in Vier-und Marschlande e.V.,,,['POI'],POINT(10.081454 53.55685),
Angler-Interessen-Gemeinschaft Hamburg von 1962 e.V.,,,['POI'],POINT(9.987422 53.585213),
Anglerverein Alster e.V.,,,['POI'],POINT(10.061686 53.653809),
Anglerverein Frühauf von 1910 Hamburg e.V.,,,['POI'],POINT(10.047004 53.603324),
Anglerverein Hecht von 1926 e.V.,,,['POI'],POINT(10.037681 53.556429),
Arbeiter Wassersport Verein für Hamburg und Umgebung gegr. 1909 e.V.,,,['POI'],POINT(10.076683 53.591783),
Associazione Basilicata e.V.,,,['POI'],POINT(9.946304 53.55619),
BC Feuersports e.V.,,,['POI'],POINT(10.060682 53.584882),
BFSV Atlantik 97,,,['POI'],POINT(10.155926 53.488231),
Bahala Na Hamburg e.V.,,,['POI'],POINT(10.011044 53.599958),
Bahrenfelder Sport-Verein von 1919 e.V.,,,['POI'],POINT(9.900296 53.560526),
Bahrenfelder Turnverein von 1898 e.V.,,,['POI'],POINT(9.899707 53.57116),
Baltika Sport-Verein e.V.,,,['POI'],POINT(9.988449 53.592995),
Barmbeker Kraftsport-Vereinigung Goliath von 1903 e.V.,,,['POI'],POINT(10.138384 53.620046),
Barmbeker Schachclub von 1926 e.V.,,,['POI'],POINT(10.175192 53.648039),
Behinderten-Sportgemeinschaft Süderelbe e.V.,,,['POI'],POINT(9.869668 53.475572),
Bergedorfer Anglerverein von 1954 e.V.,,,['POI'],POINT(10.201437 53.466234),
Bergedorfer Kanu-Club e.V.,,,['POI'],POINT(10.185027 53.467458),
Bergedorfer Schachverein von 1909 e.V.,,,['POI'],POINT(10.25235 53.495355),
Bergedorfer Skiclub e.V.,,,['POI'],POINT(10.170078 53.51248),
Billard Club Harburg Wandsbek e.V.,,,['POI'],POINT(10.014764 53.584984),
Billard Gemeinschaft Hamburg e.V.,,,['POI'],POINT(10.032305 53.584124),
Billard-Club Bergedorf e.V.,,,['POI'],POINT(10.193633 53.489172),
Bille Schach Club von 1924 e.V. Bergedorf-Reinbek-Wentorf,,,['POI'],POINT(10.17524 53.491439),
Bille Wander Segler Verein e.V. von 1921,,,['POI'],POINT(10.121144 53.627074),
Biller Ruder Club von 1883,,,['POI'],POINT(10.057258 53.543921),
"Biller Wassersport ""Schwalbe"" Hamburg von 1928",,,['POI'],POINT(10.056632 53.544825),
Billwärder Turnverein von 1923 e.V.,,,['POI'],POINT(10.108531 53.52473),
Black Mountains Squaredancers Hamburg-Harburg,,,['POI'],POINT(9.822325 53.570999),
Blankeneser Männer-Turnverein von 1883 e.V.,,,['POI'],POINT(9.822325 53.570999),
Boberger Sportclub e.V.,,,['POI'],POINT(10.157158 53.514088),
Bojutsu-Bushido e.V.,,,['POI'],POINT(9.996663 53.437541),
Boots-Club-Biber-Hamburg e.V.,,,['POI'],POINT(10.085632 53.492548),
Borstelbeker Sportverein von 1922/45 e.V.,,,['POI'],POINT(9.937378 53.471879),
Bowling-Verein Alster e.V.,,,['POI'],POINT(10.132726 53.616479),
Bowling-Verein Elbe 69 e.V.,,,['POI'],POINT(9.849707 53.576198),
Bowling-Verein Harksheide e.V.,,,['POI'],POINT(9.869611 53.605158),
Box-Club Sportmann von 1914 e.V.,,,['POI'],POINT(10.098843 53.576226),
Bramfelder Kraftsportverein von 1959 e.V.,,,['POI'],POINT(10.175894 53.611327),
Bramfelder Sportverein von 1945 e.V.,,,['POI'],POINT(10.080155 53.610082),
Bramfelder Tischtennisvereinigung von 1928 e.V.,,,['POI'],POINT(10.084947 53.617829),
Budo-Club Goshin e.V.,,,['POI'],POINT(10.03949 53.56619),
Budoclub Juka Shotokan Dojo e.V.,,,['POI'],POINT(10.01186 53.660566),
Buff-Club Reinbek e.V. 1995,,,['POI'],POINT(9.95384 53.547073),
Challengers Hamburg e.V.,,,['POI'],POINT(9.816313 53.572334),
Club Castello 1974 e.V.,,,['POI'],POINT(9.993527 53.515211),
Club Eti Kultur-und Sportverein Hamburg e.V.,,,['POI'],POINT(10.033653 53.549069),
Club der Toten Steller e.V.,,,['POI'],POINT(10.022045 53.561317),
Club ma belle e.V.,,,['POI'],POINT(10.090232 53.594796),
Crazy Bumble Bees Square-Dance-Club e.V.,,,['POI'],POINT(9.925358 53.630716),
DJK Hamburg e.V.,,,['POI'],POINT(10.021474 53.563937),
Dartverein Eimsbüttel e.V.,,,['POI'],POINT(9.971457 53.6107),
Der Hamburger und Germania Ruder Club,,,['POI'],POINT(9.996802 53.561584),
Dockenhudener Turnerschaft von 1896 e.V.,,,['POI'],POINT(9.826391 53.568167),
Dojo-hamburg e.V.,,,['POI'],POINT(9.945829 53.582889),
Drachen-Club Flattermann e.V.,,,['POI'],POINT(9.893111 53.569053),
Dulsberger Sport-Club Hanseat von 1899 e.V.,,,['POI'],POINT(10.038307 53.575805),
Duvenstedter Sportverein von 1969 e.V.,,,['POI'],POINT(10.101097 53.710419),
E.S.V. Grün-Weiss Hamburg von 1901 e.V.,,,['POI'],POINT(9.950708 53.583659),
ESV Einigkeit von 1908 e.V.,,,['POI'],POINT(10.001261 53.500527),
Eimsbüttler Turnverband e.V. seit 1889,,,['POI'],POINT(9.968275 53.572035),
Eintracht Fuhlsbüttel,,,['POI'],POINT(10.024261 53.623019),
Kundenzentrum Fuhlsbüttel - Bezirksamt Hamburg-Nord,,,['POI'],POINT(10.026166 53.630514),
Eintracht Lokstedt,,,['POI'],POINT(9.954956 53.596564),
Eis- und Rollsportverein Bergedorf e.V.,,,['POI'],POINT(10.127224 53.449552),
Eisenbahner Turn- und Sportverein von 1924 e.V.,,,['POI'],POINT(10.133854 53.498371),
Eisenbahnsportverein e.V. Allgemeiner Sportklub Hamburg von 1947,,,['POI'],POINT(9.823612 53.561888),
Eißendorfer Schützenverein von 1878 e.V.,,,['POI'],POINT(9.940263 53.449096),
Elb-Segler Vereinigung e.V.,,,['POI'],POINT(9.893564 53.531096),
Motor Club e.V.,,,['POI'],POINT(10.04504 53.546436),
FC Alsterbrüder e.V. von 1848 e.V.,,,['POI'],POINT(9.973554 53.573142),
FC Bingöl Sportverein e.V.,,,['POI'],POINT(9.968468 53.566606),
FC Cabo Verde 2000 e.V.,,,['POI'],POINT(9.95182 53.555203),
FC Camlica Genclik e.V. 2002,,,['POI'],POINT(9.945905 53.572789),
FC Ellas von 1981 e.V.,,,['POI'],POINT(9.984847 53.454927),
FC Kickers Hamburg von 2005 e.V.,,,['POI'],POINT(10.12914 53.620278),
FC Musa 97 e.V,,,['POI'],POINT(9.944624 53.440103),
FC Oliveirense e.V.,,,['POI'],POINT(10.092218 53.533012),
FC Persia Harburg e.V. 2004,,,['POI'],POINT(9.985699 53.574103),
FC Porto,,,['POI'],POINT(9.994816 53.516215),
FC Portugal 82 von 1990 e.V.,,,['POI'],POINT(9.98575 53.451667),
FC Ronahi,,,['POI'],POINT(9.982652 53.519569),
FC St. Georg-Horn im Horner TV,,,['POI'],POINT(10.088748 53.549433),
FC St. Pauli von 1910 e.V.,,,['POI'],POINT(9.96872 53.553863),
FC Süderelbe von 1948 e.V.,,,['POI'],POINT(9.866925 53.471809),
FC Teutonia von 1905 e.V.,,,['POI'],POINT(9.920161 53.552378),
FC Türkiye e.V.,,,['POI'],POINT(10.001743 53.501188),
FC Viktoria Harburg von 1910 e.V.,,,['POI'],POINT(9.987565 53.442954),
FC Welat Spor e.V.,,,['POI'],POINT(9.944175 53.562883),
FC Winterhude e.V.,,,['POI'],POINT(10.001395 53.589239),
FC Örnek-Türkspor e.V.,,,['POI'],POINT(9.95318 53.579453),
FK Nikola Tesla,,,['POI'],POINT(9.928516 53.56872),
FKK Sportgemeinschaft Hamburg e.V.,,,['POI'],POINT(10.01743 53.572768),
FTSV Altenwerder von 1918 e.V.,,,['POI'],POINT(9.87499 53.482425),
FTSV Komet Blankenese von 1907 e.V.,,,['POI'],POINT(9.826583 53.56795),
FTSV Lorbeer-Rothenburgsort von 1896 e.V,,,['POI'],POINT(10.044426 53.534967),
Farmsen Turnierverein von 1926 e.V.,,,['POI'],POINT(10.122615 53.607903),
Fecht-Club Rothenbaum e.V.,,,['POI'],POINT(10.0028 53.589919),
Fluggruppe Eppendorf e.V.,,,['POI'],POINT(10.044219 53.647789),
Freie Sportvereinigung Harburg von 1893 e.V.,,,['POI'],POINT(9.983953 53.448833),
Freier Wassersportverein Vorwärts Hamburg e.V.,,,['POI'],POINT(10.149194 53.418109),
Freizeitsportgemeinschaft Langenhorn 09/76 e.V.,,,['POI'],POINT(10.042553 53.610299),
Friskis & Svettis e.V.,,,['POI'],POINT(9.971516 53.569843),
Fun Kickers Hamburg von 1991 e.V.,,,['POI'],POINT(9.938302 53.449614),
Funny Squirrels Square Dance Club e.V. Hamburg-Bergedorf,,,['POI'],POINT(10.176959 53.497469),
Gehörlosen-Sportclub Wikinger Hamburg von 1984 e.V.,,,['POI'],POINT(10.07776 53.560558),
"Groß Flottbeker Tennis-, Hockey- und Golfclub e.V.",,,['POI'],POINT(9.875638 53.558409),
Groß-Flottbek Spielvereinigung von 1912 e.V.,,,['POI'],POINT(9.880045 53.57225),
Grün-Weiss Fechten Hamburg,,,['POI'],POINT(9.951856 53.581),
GsK Bergedorf 2000 e.V.,,,['POI'],POINT(10.214153 53.48334),
Gym Sandokan e.V.,,,['POI'],POINT(10.022954 53.548954),
Gymnastik- und Freizeitgemeinschaft Steilshoop e.V.,,,['POI'],POINT(10.030332 53.633336),
HIRA - Kurdischer SV e.V.,,,['POI'],POINT(9.983388 53.518772),
HSV Barmbek-Uhlenhorst von 1923 e.V.,,,['POI'],POINT(10.050494 53.598468),
HSV Handball Sport Verein Hamburg,,,['POI'],POINT(9.894714 53.591334),
Blue Devils e.V.,,,['POI'],POINT(9.942279 53.567229),
Eimsbütteler Ballspielclub 1911,,,['POI'],POINT(9.951034 53.57398),
Exiles Rugby-Football-Club e.V.,,,['POI'],POINT(10.033396 53.627603),
Targets e.V.,,,['POI'],POINT(9.980838 53.637984),
Hamburg-Harvestehuder Turnverein von 1872 e.V.,,,['POI'],POINT(9.995237 53.579119),
Hamburg-Wentorfer Reiterverein e.V.,,,['POI'],POINT(10.274475 53.503514),
Hamburger Aero-Club Boberg e.V.,,,['POI'],POINT(10.154027 53.514802),
Hamburger Angler Club e.V.,,,['POI'],POINT(10.135264 53.576478),
Hamburger Box-Club Heros von 1922 e.V.,,,['POI'],POINT(9.97547 53.573729),
Hamburger Eislauf-Verein von 1922 e.V.,,,['POI'],POINT(10.107938 53.543578),
Hamburger Fatihspor e.V.,,,['POI'],POINT(10.017525 53.552865),
Hamburger Fecht-Club e.V.,,,['POI'],POINT(9.865101 53.573725),
Hamburger Gehörlosen Sport-Verein von 1904 e.V.,,,['POI'],POINT(9.898458 53.549263),
Hamburger Kanu Club e.V.,,,['POI'],POINT(10.017358 53.56222),
Hamburger Lehrer-Turnverein von 1881 e.V.,,,['POI'],POINT(9.916264 53.624766),
Hamburger Radtouristen von 1894 e.V.,,,['POI'],POINT(10.076679 53.5857),
Hamburger Ruderinnen-Club von 1925 e.V.,,,['POI'],POINT(10.016166 53.608783),
Hamburger Schwerhörigen-Sportverein von 1977 e.V.,,,['POI'],POINT(10.037784 53.572961),
Hamburger Schützengesellschaft e.V.,,,['POI'],POINT(10.158449 53.619871),
Hamburger Segel-Club e.V.,,,['POI'],POINT(10.007852 53.558508),
Hamburger Sport-Verein e.V.,,,['POI'],POINT(9.900142 53.588094),
Hamburger Sport-Verein e.V. Nachwuchszentrum,,,['POI'],POINT(9.995831 53.690307),
Hamburger Sportclub e.V.,,,['POI'],POINT(10.011081 53.615421),
